date,product_id,warehouse_id,units_sold,predicted_demand
2023-07-28,P0001,W001,10,8.92676
2023-07-29,P0001,W001,12,12.182725
2023-07-30,P0001,W001,11,12.374067
2023-07-31,P0001,W001,12,9.054432
2023-08-01,P0001,W001,8,9.208897
2023-08-02,P0001,W001,9,8.9774685
2023-08-03,P0001,W001,9,9.029258
2023-08-04,P0001,W001,8,8.751734
2023-08-05,P0001,W001,9,11.58677
2023-08-06,P0001,W001,12,11.391405
2023-08-07,P0001,W001,11,8.807269
2023-08-08,P0001,W001,9,8.552164
2023-08-09,P0001,W001,9,8.667914
2023-08-10,P0001,W001,9,8.7414665
2023-08-11,P0001,W001,8,8.570482
2023-08-12,P0001,W001,13,11.197973
2023-08-13,P0001,W001,10,11.735768
2023-08-14,P0001,W001,7,8.478239
2023-08-15,P0001,W001,6,8.089325
2023-08-16,P0001,W001,8,8.112452
2023-08-17,P0001,W001,10,8.020451
2023-08-18,P0001,W001,9,7.8890014
2023-08-19,P0001,W001,10,10.635934
2023-08-20,P0001,W001,11,10.754146
2023-08-21,P0001,W001,8,7.992818
2023-08-22,P0001,W001,9,7.6380143
2023-08-23,P0001,W001,10,8.010484
2023-08-24,P0001,W001,7,8.221664
2023-08-25,P0001,W001,5,7.6952524
2023-08-26,P0001,W001,10,10.050938
2023-08-27,P0001,W001,9,10.410875
2023-08-28,P0001,W001,9,7.7332964
2023-08-29,P0001,W001,7,7.5483675
2023-08-30,P0001,W001,6,7.774713
2023-08-31,P0001,W001,7,7.5186577
2023-09-01,P0001,W001,6,7.404567
2023-09-02,P0001,W001,12,9.682506
2023-09-03,P0001,W001,11,10.006312
2023-09-04,P0001,W001,8,7.6123633
2023-09-05,P0001,W001,8,7.386126
2023-09-06,P0001,W001,9,7.4729238
2023-09-07,P0001,W001,9,7.511428
2023-09-08,P0001,W001,7,7.469303
2023-09-09,P0001,W001,8,10.054601
2023-09-10,P0001,W001,9,10.033571
2023-09-11,P0001,W001,8,7.543885
2023-09-12,P0001,W001,5,7.3496203
2023-09-13,P0001,W001,9,7.2954865
2023-09-14,P0001,W001,5,7.6106935
2023-09-15,P0001,W001,8,6.9484677
2023-09-16,P0001,W001,9,9.584833
2023-09-17,P0001,W001,10,9.494218
2023-09-18,P0001,W001,7,7.233279
2023-09-19,P0001,W001,8,7.0322547
2023-09-20,P0001,W001,7,7.2606773
2023-09-21,P0001,W001,7,7.26557
2023-09-22,P0001,W001,6,7.046416
2023-09-23,P0001,W001,12,9.063488
2023-09-24,P0001,W001,10,9.594737
2023-09-25,P0001,W001,8,7.214238
2023-09-26,P0001,W001,6,7.14246
2023-09-27,P0001,W001,7,7.2210836
2023-09-28,P0001,W001,6,7.2271132
2023-09-29,P0001,W001,7,6.989201
2023-09-30,P0001,W001,8,9.471686
2023-10-01,P0001,W001,12,9.508617
2023-10-02,P0001,W001,7,7.1836114
2023-10-03,P0001,W001,6,7.119829
2023-10-04,P0001,W001,6,7.14457
2023-10-05,P0001,W001,7,7.038952
2023-10-06,P0001,W001,7,6.888239
2023-10-07,P0001,W001,10,9.307213
2023-10-08,P0001,W001,9,9.470585
2023-10-09,P0001,W001,6,6.8038535
2023-10-10,P0001,W001,6,6.5125384
2023-10-11,P0001,W001,8,6.6906095
2023-10-12,P0001,W001,7,6.995567
2023-10-13,P0001,W001,8,6.9334445
2023-10-14,P0001,W001,11,9.339177
2023-10-15,P0001,W001,10,9.743518
2023-10-16,P0001,W001,6,7.121757
2023-10-17,P0001,W001,8,6.944669
2023-10-18,P0001,W001,9,7.335648
2023-10-19,P0001,W001,7,7.3282547
2023-10-20,P0001,W001,8,7.1882353
2023-10-21,P0001,W001,10,9.697693
2023-10-22,P0001,W001,12,9.876819
2023-10-23,P0001,W001,7,7.528542
2023-10-24,P0001,W001,9,7.4869504
2023-10-25,P0001,W001,7,7.784795
2023-10-26,P0001,W001,7,7.807028
2023-10-27,P0001,W001,8,7.634457
2023-10-28,P0001,W001,11,10.151479
2023-10-29,P0001,W001,13,10.574791
2023-10-30,P0001,W001,8,8.073063
2023-10-31,P0001,W001,8,7.9699697
2023-11-01,P0001,W001,10,8.171983
2023-11-02,P0001,W001,9,8.262201
2023-11-03,P0001,W001,7,8.372603
2023-11-04,P0001,W001,12,10.897856
2023-11-05,P0001,W001,9,11.341851
2023-11-06,P0001,W001,7,8.347524
2023-11-07,P0001,W001,7,8.079959
2023-11-08,P0001,W001,7,8.450847
2023-11-09,P0001,W001,8,8.437542
2023-11-10,P0001,W001,8,8.129828
2023-11-11,P0001,W001,5,10.836013
2023-11-12,P0001,W001,10,10.2095175
2023-11-13,P0001,W001,8,7.8016524
2023-11-14,P0001,W001,9,7.7055135
2023-11-15,P0001,W001,8,8.103094
2023-11-16,P0001,W001,11,8.114477
2023-11-17,P0001,W001,10,8.035187
2023-11-18,P0001,W001,10,10.645944
2023-11-19,P0001,W001,13,10.959987
2023-11-20,P0001,W001,9,8.709554
2023-11-21,P0001,W001,9,8.656046
2023-11-22,P0001,W001,10,8.793685
2023-11-23,P0001,W001,9,9.172686
2023-11-24,P0001,W001,9,9.017737
2023-11-25,P0001,W001,28,25.046711
2023-11-26,P0001,W001,15,12.129775
2023-11-27,P0001,W001,9,9.59559
2023-11-28,P0001,W001,8,9.259384
2023-11-29,P0001,W001,6,9.529755
2023-11-30,P0001,W001,12,9.411449
2023-12-01,P0001,W001,9,9.215091
2023-12-02,P0001,W001,13,12.315575
2023-12-03,P0001,W001,15,12.703815
2023-12-04,P0001,W001,9,9.732992
2023-12-05,P0001,W001,9,9.425519
2023-12-06,P0001,W001,11,9.755791
2023-12-07,P0001,W001,10,9.964422
2023-12-08,P0001,W001,10,9.762313
2023-12-09,P0001,W001,9,12.893823
2023-12-10,P0001,W001,14,12.903945
2023-12-11,P0001,W001,10,9.818311
2023-12-12,P0001,W001,8,9.7474165
2023-12-13,P0001,W001,10,9.970217
2023-12-14,P0001,W001,7,10.063618
2023-12-15,P0001,W001,13,9.596547
2023-12-16,P0001,W001,11,13.22477
2023-12-17,P0001,W001,16,13.368634
2023-12-18,P0001,W001,9,10.105907
2023-12-19,P0001,W001,11,9.852598
2023-12-20,P0001,W001,9,10.217876
2023-12-21,P0001,W001,11,10.113389
2023-12-22,P0001,W001,10,10.088091
2023-12-23,P0001,W001,14,13.347011
2023-12-24,P0001,W001,13,13.519127
2023-12-25,P0001,W001,15,18.47496
2023-12-26,P0001,W001,11,10.439377
2023-12-27,P0001,W001,10,10.625146
2023-12-28,P0001,W001,12,10.779933
2023-12-29,P0001,W001,10,10.682767
2023-12-30,P0001,W001,13,14.19345
2023-12-31,P0001,W001,17,14.446117
2024-01-01,P0001,W001,20,15.236321
2024-01-02,P0001,W001,12,11.111665
2024-01-03,P0001,W001,10,11.5575075
2024-01-04,P0001,W001,10,11.65183
2024-01-05,P0001,W001,9,11.496246
2024-01-06,P0001,W001,13,15.025431
2024-01-07,P0001,W001,14,15.08665
2024-01-08,P0001,W001,14,11.302522
2024-01-09,P0001,W001,11,10.801008
2024-01-10,P0001,W001,9,11.1298
2024-01-11,P0001,W001,11,11.313648
2024-01-12,P0001,W001,11,11.003882
2024-01-13,P0001,W001,15,14.933004
2024-01-14,P0001,W001,16,15.156197
2024-01-15,P0001,W001,11,11.765978
2024-01-16,P0001,W001,13,11.180124
2024-01-17,P0001,W001,10,11.362144
2024-01-18,P0001,W001,15,11.728207
2024-01-19,P0001,W001,12,11.534401
2024-01-20,P0001,W001,16,15.670091
2024-01-21,P0001,W001,13,15.939537
2024-01-22,P0001,W001,13,12.132848
2024-01-23,P0001,W001,13,11.970686
2024-01-24,P0001,W001,10,12.292277
2024-01-25,P0001,W001,9,12.37756
2024-01-26,P0001,W001,12,11.815476
2024-01-27,P0001,W001,14,15.494022
2024-01-28,P0001,W001,16,15.846789
2024-01-29,P0001,W001,10,12.197719
2024-01-30,P0001,W001,9,11.766085
2024-01-31,P0001,W001,13,11.706919
2024-02-01,P0001,W001,12,11.945703
2024-02-02,P0001,W001,8,11.483723
2024-02-03,P0001,W001,19,14.962631
2024-02-04,P0001,W001,13,15.482959
2024-02-05,P0001,W001,17,12.01685
2024-02-06,P0001,W001,11,12.012076
2024-02-07,P0001,W001,13,12.406937
2024-02-08,P0001,W001,16,12.50153
2024-02-09,P0001,W001,15,12.217739
2024-02-10,P0001,W001,21,16.83659
2024-02-11,P0001,W001,13,17.409529
2024-02-12,P0001,W001,11,13.266793
2024-02-13,P0001,W001,13,12.611754
2024-02-14,P0001,W001,14,13.150673
2024-02-15,P0001,W001,13,13.277542
2024-02-16,P0001,W001,10,12.763307
2024-02-17,P0001,W001,18,16.852493
2024-02-18,P0001,W001,16,17.040953
2024-02-19,P0001,W001,13,13.050907
2024-02-20,P0001,W001,9,12.593733
2024-02-21,P0001,W001,15,12.768217
2024-02-22,P0001,W001,13,12.960721
2024-02-23,P0001,W001,17,12.268721
2024-02-24,P0001,W001,17,17.106901
2024-02-25,P0001,W001,19,17.340567
2024-02-26,P0001,W001,15,13.424603
2024-02-27,P0001,W001,10,13.084946
2024-02-28,P0001,W001,18,13.493336
2024-02-29,P0001,W001,12,13.743512
2024-03-01,P0001,W001,14,13.271382
2024-03-02,P0001,W001,19,17.524162
2024-03-03,P0001,W001,15,18.32621
2024-03-04,P0001,W001,17,13.91622
2024-03-05,P0001,W001,14,13.615079
2024-03-06,P0001,W001,13,14.475508
2024-03-07,P0001,W001,14,14.157034
2024-03-08,P0001,W001,15,13.818694
2024-03-09,P0001,W001,18,18.352295
2024-03-10,P0001,W001,20,18.99247
2024-03-11,P0001,W001,10,14.171769
2024-03-12,P0001,W001,12,13.458658
2024-03-13,P0001,W001,9,13.913673
2024-03-14,P0001,W001,18,13.781436
2024-03-15,P0001,W001,18,13.800712
2024-03-16,P0001,W001,19,18.15612
2024-03-17,P0001,W001,15,18.632067
2024-03-18,P0001,W001,18,13.886361
2024-03-19,P0001,W001,12,13.814053
2024-03-20,P0001,W001,13,13.860076
2024-03-21,P0001,W001,14,14.138901
2024-03-22,P0001,W001,15,13.740771
2024-03-23,P0001,W001,19,18.48948
2024-03-24,P0001,W001,20,18.838385
2024-03-25,P0001,W001,16,17.131771
2024-03-26,P0001,W001,15,13.8516245
2024-03-27,P0001,W001,13,14.466079
2024-03-28,P0001,W001,15,14.554063
2024-03-29,P0001,W001,15,14.0502205
2024-03-30,P0001,W001,20,19.06144
2024-03-31,P0001,W001,19,19.685173
2024-04-01,P0001,W001,13,14.384246
2024-04-02,P0001,W001,15,13.854166
2024-04-03,P0001,W001,15,14.335823
2024-04-04,P0001,W001,11,14.50623
2024-04-05,P0001,W001,13,13.785907
2024-04-06,P0001,W001,19,18.406042
2024-04-07,P0001,W001,22,18.782698
2024-04-08,P0001,W001,15,14.281315
2024-04-09,P0001,W001,17,14.016111
2024-04-10,P0001,W001,13,14.427033
2024-04-11,P0001,W001,14,14.380623
2024-04-12,P0001,W001,15,14.109259
2024-04-13,P0001,W001,12,19.444977
2024-04-14,P0001,W001,22,18.943653
2024-04-15,P0001,W001,10,14.067707
2024-04-16,P0001,W001,16,13.469461
2024-04-17,P0001,W001,15,13.977908
2024-04-18,P0001,W001,9,14.128902
2024-04-19,P0001,W001,9,13.065033
2024-04-20,P0001,W001,21,17.541262
2024-04-21,P0001,W001,21,18.49744
2024-04-22,P0001,W001,12,13.892278
2024-04-23,P0001,W001,12,13.32818
2024-04-24,P0001,W001,14,13.34005
2024-04-25,P0001,W001,13,13.525748
2024-04-26,P0001,W001,16,12.9002495
2024-04-27,P0001,W001,19,17.991194
2024-04-28,P0001,W001,21,18.321615
2024-04-29,P0001,W001,15,13.630231
2024-04-30,P0001,W001,15,13.515447
2024-05-01,P0001,W001,13,13.595274
2024-05-02,P0001,W001,12,13.713821
2024-05-03,P0001,W001,13,13.194587
2024-05-04,P0001,W001,22,18.25245
2024-05-05,P0001,W001,16,19.064913
2024-05-06,P0001,W001,14,13.673073
2024-05-07,P0001,W001,9,13.298236
2024-05-08,P0001,W001,14,13.100595
2024-05-09,P0001,W001,17,13.325896
2024-05-10,P0001,W001,11,13.160678
2024-05-11,P0001,W001,25,17.674303
2024-05-12,P0001,W001,17,17.966309
2024-05-13,P0001,W001,8,13.396521
2024-05-14,P0001,W001,12,12.150174
2024-05-15,P0001,W001,15,12.4932375
2024-05-16,P0001,W001,17,12.924146
2024-05-17,P0001,W001,14,12.294293
2024-05-18,P0001,W001,20,17.39412
2024-05-19,P0001,W001,14,17.635765
2024-05-20,P0001,W001,11,13.224129
2024-05-21,P0001,W001,9,12.743939
2024-05-22,P0001,W001,11,13.047905
2024-05-23,P0001,W001,14,12.76219
2024-05-24,P0001,W001,13,12.155623
2024-05-25,P0001,W001,18,16.694897
2024-05-26,P0001,W001,14,16.514614
2024-05-27,P0001,W001,11,12.196709
2024-05-28,P0001,W001,13,11.711383
2024-05-29,P0001,W001,11,12.251655
2024-05-30,P0001,W001,15,12.288226
2024-05-31,P0001,W001,11,11.817705
2024-06-01,P0001,W001,15,15.72247
2024-06-02,P0001,W001,17,15.599776
2024-06-03,P0001,W001,11,11.679301
2024-06-04,P0001,W001,10,11.457132
2024-06-05,P0001,W001,10,11.585652
2024-06-06,P0001,W001,13,11.539725
2024-06-07,P0001,W001,9,11.117226
2024-06-08,P0001,W001,18,15.045166
2024-06-09,P0001,W001,14,15.358166
2024-06-10,P0001,W001,13,11.276823
2024-06-11,P0001,W001,10,11.095795
2024-06-12,P0001,W001,10,11.353212
2024-06-13,P0001,W001,12,11.327523
2024-06-14,P0001,W001,13,10.836998
2024-06-15,P0001,W001,14,14.8491955
2024-06-16,P0001,W001,15,14.842554
2024-06-17,P0001,W001,13,11.07172
2024-06-18,P0001,W001,13,10.782719
2024-06-19,P0001,W001,11,11.182857
2024-06-20,P0001,W001,10,11.465709
2024-06-21,P0001,W001,11,10.86425
2024-06-22,P0001,W001,14,14.741331
2024-06-23,P0001,W001,15,14.87458
2024-06-24,P0001,W001,9,10.989139
2024-06-25,P0001,W001,11,10.537648
2024-06-26,P0001,W001,10,10.658249
2024-06-27,P0001,W001,12,10.736071
2024-06-28,P0001,W001,10,10.363415
2024-06-29,P0001,W001,12,13.725025
2024-06-30,P0001,W001,15,13.600923
2024-07-01,P0001,W001,11,10.421916
2024-07-02,P0001,W001,14,9.853047
2024-07-03,P0001,W001,8,10.290688
2024-07-04,P0001,W001,14,13.508191
2024-07-05,P0001,W001,12,10.118408
2024-07-06,P0001,W001,12,13.340126
2024-07-07,P0001,W001,11,13.708147
2024-07-08,P0001,W001,9,9.924642
2024-07-09,P0001,W001,8,9.584201
2024-07-10,P0001,W001,12,9.679978
2024-07-11,P0001,W001,9,9.875957
2024-07-12,P0001,W001,9,9.386371
2024-07-13,P0001,W001,9,12.627915
2024-07-14,P0001,W001,10,12.476944
2024-07-15,P0001,W001,12,9.1277275
2024-07-16,P0001,W001,10,9.010879
2024-07-17,P0001,W001,11,9.1415615
2024-07-18,P0001,W001,11,9.230225
2024-07-19,P0001,W001,8,9.049189
2024-07-20,P0001,W001,17,12.038696
2024-07-21,P0001,W001,16,12.510596
2024-07-22,P0001,W001,9,9.866475
2024-07-23,P0001,W001,4,9.29908
2024-07-24,P0001,W001,9,9.304198
2024-07-25,P0001,W001,10,9.285319
2024-07-26,P0001,W001,8,9.017966
2024-07-27,P0001,W001,11,12.20355
2024-07-28,P0001,W001,10,12.194633
2024-07-29,P0001,W001,10,8.789519
2024-07-30,P0001,W001,9,8.51368
2024-07-31,P0001,W001,10,8.827401
2024-08-01,P0001,W001,11,8.953943
2024-08-02,P0001,W001,6,8.787162
2024-08-03,P0001,W001,10,11.552534
2024-08-04,P0001,W001,10,11.062964
2024-08-05,P0001,W001,12,8.063605
2024-08-06,P0001,W001,9,8.432396
2024-08-07,P0001,W001,10,8.528022
2024-08-08,P0001,W001,6,8.615056
2024-08-09,P0001,W001,9,8.218092
2024-08-10,P0001,W001,13,10.917887
2024-08-11,P0001,W001,12,11.458524
2024-08-12,P0001,W001,9,8.652583
2024-08-13,P0001,W001,8,8.347823
2024-08-14,P0001,W001,8,8.446299
2024-08-15,P0001,W001,6,8.304573
2024-08-16,P0001,W001,7,7.656286
2024-08-17,P0001,W001,11,10.459712
2024-08-18,P0001,W001,10,10.623644
2024-08-19,P0001,W001,9,7.8904676
2024-08-20,P0001,W001,9,7.755045
2024-08-21,P0001,W001,10,7.767484
2024-08-22,P0001,W001,9,7.87625
2024-08-23,P0001,W001,8,8.156137
2024-08-24,P0001,W001,12,10.818386
2024-08-25,P0001,W001,12,10.834687
2024-08-26,P0001,W001,7,8.21556
2024-08-27,P0001,W001,7,7.920793
2024-08-28,P0001,W001,8,7.953517
2024-08-29,P0001,W001,7,7.9117846
2024-08-30,P0001,W001,9,7.7708097
2024-08-31,P0001,W001,9,10.336633
2024-09-01,P0001,W001,12,10.435215
2024-09-02,P0001,W001,7,7.992092
2024-09-03,P0001,W001,8,7.747666
2024-09-04,P0001,W001,8,7.934316
2024-09-05,P0001,W001,7,7.8890457
2024-09-06,P0001,W001,8,7.649841
2024-09-07,P0001,W001,10,9.966015
2024-09-08,P0001,W001,10,10.347126
2024-09-09,P0001,W001,6,7.686224
2024-09-10,P0001,W001,9,7.4370785
2024-09-11,P0001,W001,8,7.7155547
2024-09-12,P0001,W001,7,7.740693
2024-09-13,P0001,W001,9,7.593593
2024-09-14,P0001,W001,11,9.996702
2024-09-15,P0001,W001,8,10.22906
2024-09-16,P0001,W001,6,7.501619
2024-09-17,P0001,W001,7,7.222912
2024-09-18,P0001,W001,8,7.4681606
2024-09-19,P0001,W001,8,7.5323677
2024-09-20,P0001,W001,8,7.47246
2024-09-21,P0001,W001,10,9.6718025
2024-09-22,P0001,W001,12,9.95772
2024-09-23,P0001,W001,8,7.5921454
2024-09-24,P0001,W001,7,7.619529
2024-09-25,P0001,W001,7,7.569503
2024-09-26,P0001,W001,7,7.507033
2024-09-27,P0001,W001,5,7.4071064
2024-09-28,P0001,W001,9,9.351265
2024-09-29,P0001,W001,10,9.653458
2024-09-30,P0001,W001,7,7.1657147
2024-10-01,P0001,W001,7,7.197241
2024-10-02,P0001,W001,8,7.225245
2024-10-03,P0001,W001,6,7.252005
2024-10-04,P0001,W001,8,7.0363464
2024-10-05,P0001,W001,8,9.30921
2024-10-06,P0001,W001,14,9.540286
2024-10-07,P0001,W001,7,7.194095
2024-10-08,P0001,W001,7,7.065
2024-10-09,P0001,W001,9,7.197075
2024-10-10,P0001,W001,7,7.4457235
2024-10-11,P0001,W001,9,7.2503815
2024-10-12,P0001,W001,10,9.948717
2024-10-13,P0001,W001,10,10.206741
2024-10-14,P0001,W001,7,7.500261
2024-10-15,P0001,W001,9,7.391853
2024-10-16,P0001,W001,8,7.7832975
2024-10-17,P0001,W001,8,7.820209
2024-10-18,P0001,W001,8,7.7854066
2024-10-19,P0001,W001,10,10.288233
2024-10-20,P0001,W001,11,10.687507
2024-10-21,P0001,W001,7,7.982507
2024-10-22,P0001,W001,8,7.7909746
2024-10-23,P0001,W001,6,7.831184
