month,product_id,warehouse_id,actual_demand,predicted_demand
2023-01-31,P0012,W002,666,672.0275
2023-01-31,P0012,W003,529,532.6953
2023-01-31,P0012,W004,622,615.9149
2023-01-31,P0012,W005,603,607.78827
2023-01-31,P0012,W006,544,544.4736
2023-01-31,P0013,W001,941,996.37244
2023-01-31,P0013,W002,1722,1781.6748
2023-01-31,P0013,W003,1456,1468.7864
2023-01-31,P0013,W004,2195,2168.0767
2023-01-31,P0013,W005,1020,998.80505
2023-01-31,P0013,W006,816,837.4539
2023-01-31,P0014,W001,762,763.69763
2023-01-31,P0014,W002,555,544.50903
2023-01-31,P0014,W003,892,893.8497
2023-01-31,P0014,W004,1028,1083.6014
2023-01-31,P0014,W005,1164,1237.0073
2023-01-31,P0014,W006,524,544.2679
2023-01-31,P0015,W001,269,266.10822
2023-01-31,P0015,W002,616,612.08636
2023-01-31,P0015,W003,613,638.08997
2023-01-31,P0015,W004,792,787.73346
2023-01-31,P0015,W005,327,329.9514
2023-01-31,P0015,W006,302,308.11652
2023-01-31,P0016,W001,447,454.3187
2023-01-31,P0016,W002,322,329.44052
2023-01-31,P0016,W003,335,342.87033
2023-01-31,P0016,W004,498,508.99637
2023-01-31,P0016,W005,488,494.65637
2023-01-31,P0016,W006,491,510.19754
2023-01-31,P0017,W001,384,394.008
2023-01-31,P0017,W002,1015,1016.91785
2023-01-31,P0017,W003,877,861.2798
2023-01-31,P0017,W004,495,505.91452
2023-01-31,P0017,W005,464,454.4835
2023-01-31,P0017,W006,579,562.95233
2023-01-31,P0018,W001,548,559.86163
2023-01-31,P0018,W002,268,269.18948
2023-01-31,P0018,W003,334,337.65082
2023-01-31,P0018,W004,241,239.20312
2023-01-31,P0018,W005,525,537.37946
2023-01-31,P0018,W006,326,326.97595
2023-01-31,P0019,W001,1468,1526.4708
2023-01-31,P0019,W002,1232,1256.9465
2023-01-31,P0019,W003,905,891.4032
2023-01-31,P0019,W004,2391,2346.3162
2023-01-31,P0019,W005,1490,1568.4291
2023-01-31,P0019,W006,2145,2081.6997
2023-01-31,P0020,W001,1234,1294.7214
2023-01-31,P0020,W002,1184,1192.9407
2023-01-31,P0020,W003,1743,1662.836
2023-01-31,P0020,W004,1296,1284.0553
2023-01-31,P0020,W005,1591,1595.7528
2023-01-31,P0020,W006,2055,2101.774
2023-01-31,P0021,W001,1164,1196.1484
2023-01-31,P0021,W002,1333,1337.5927
2023-01-31,P0021,W003,740,747.01196
2023-01-31,P0021,W004,692,727.7499
2023-01-31,P0021,W005,1035,1041.4733
2023-01-31,P0021,W006,1094,1047.2749
2023-01-31,P0022,W001,350,356.69296
2023-01-31,P0022,W002,325,330.1646
2023-01-31,P0022,W003,297,308.0119
2023-01-31,P0022,W004,260,271.61212
2023-01-31,P0022,W005,322,319.06448
2023-01-31,P0022,W006,294,282.2852
2023-01-31,P0023,W001,1625,1684.3464
2023-01-31,P0023,W002,2216,2214.7546
2023-01-31,P0023,W003,848,860.1767
2023-01-31,P0023,W004,1850,1848.1621
2023-01-31,P0023,W005,1420,1427.3934
2023-01-31,P0023,W006,1779,1797.8859
2023-01-31,P0024,W001,974,996.9541
2023-01-31,P0024,W002,1033,1055.0225
2023-01-31,P0024,W003,1458,1474.976
2023-01-31,P0024,W004,2095,2115.1104
2023-01-31,P0024,W005,1419,1427.112
2023-01-31,P0024,W006,1815,1776.6405
2023-01-31,P0025,W001,670,667.96655
2023-01-31,P0025,W002,801,778.19934
2023-01-31,P0025,W003,1421,1424.4437
2023-01-31,P0025,W004,1572,1552.8677
2023-01-31,P0025,W005,1705,1675.8561
2023-01-31,P0025,W006,690,681.749
2023-01-31,P0026,W001,133,141.57838
2023-01-31,P0026,W002,206,202.17145
2023-01-31,P0026,W003,280,280.0918
2023-01-31,P0026,W004,198,199.86452
2023-01-31,P0026,W005,206,210.23915
2023-01-31,P0026,W006,298,299.93243
2023-01-31,P0027,W001,373,358.70465
2023-01-31,P0027,W002,505,526.474
2023-01-31,P0027,W003,682,659.1822
2023-01-31,P0027,W004,528,531.3065
2023-01-31,P0027,W005,690,680.45685
2023-01-31,P0027,W006,805,798.79974
2023-01-31,P0028,W001,369,357.0124
2023-01-31,P0028,W002,219,213.36147
2023-01-31,P0028,W003,443,429.8557
2023-01-31,P0028,W004,387,394.8617
2023-01-31,P0028,W005,445,444.9016
2023-01-31,P0028,W006,311,312.92575
2023-01-31,P0029,W001,1139,1132.9861
2023-01-31,P0029,W002,1409,1372.2651
2023-01-31,P0029,W003,1626,1601.3766
2023-01-31,P0029,W004,1109,1109.0767
2023-01-31,P0029,W005,2230,2213.6797
2023-01-31,P0029,W006,1440,1474.3915
2023-01-31,P0030,W001,392,380.92853
2023-01-31,P0030,W002,852,852.4297
2023-01-31,P0030,W003,613,621.84644
2023-01-31,P0030,W004,348,355.17657
2023-01-31,P0030,W005,430,430.47226
2023-01-31,P0030,W006,772,801.7856
2023-01-31,P0031,W001,2222,2202.5476
2023-01-31,P0031,W002,2116,2107.267
2023-01-31,P0031,W003,1625,1692.5206
2023-01-31,P0031,W004,1641,1680.2812
2023-01-31,P0031,W005,2428,2449.0657
2023-01-31,P0031,W006,1268,1340.6586
2023-01-31,P0032,W001,648,649.3753
2023-01-31,P0032,W002,966,978.6009
2023-01-31,P0032,W003,601,574.344
2023-01-31,P0032,W004,1012,994.28925
2023-01-31,P0032,W005,1031,1064.6575
2023-01-31,P0032,W006,519,503.00772
2023-01-31,P0033,W001,848,874.93304
2023-01-31,P0033,W002,1737,1716.7498
2023-01-31,P0033,W003,1472,1479.8364
2023-01-31,P0033,W004,1668,1657.4567
2023-01-31,P0033,W005,1412,1418.8124
2023-01-31,P0033,W006,1862,1899.4175
2023-01-31,P0034,W001,456,470.43655
2023-01-31,P0034,W002,189,193.48174
2023-01-31,P0034,W003,161,162.85562
2023-01-31,P0034,W004,294,293.09662
2023-01-31,P0034,W005,341,345.1556
2023-01-31,P0034,W006,320,318.56412
2023-01-31,P0035,W001,248,246.37946
2023-01-31,P0035,W002,219,221.08101
2023-01-31,P0035,W003,309,303.04242
2023-01-31,P0035,W004,321,326.46848
2023-01-31,P0035,W005,191,192.46489
2023-01-31,P0035,W006,411,391.47333
2023-01-31,P0036,W001,451,444.36896
2023-01-31,P0036,W002,602,592.11914
2023-01-31,P0036,W003,728,730.6684
2023-01-31,P0036,W004,1128,1138.9546
2023-01-31,P0036,W005,449,445.36432
2023-01-31,P0036,W006,1073,1063.8234
2023-01-31,P0037,W001,1250,1230.6771
2023-01-31,P0037,W002,1287,1244.8046
2023-01-31,P0037,W003,1005,1031.7435
2023-01-31,P0037,W004,1145,1141.0465
2023-01-31,P0037,W005,675,665.2231
2023-01-31,P0037,W006,501,503.95862
2023-01-31,P0038,W001,698,665.09515
2023-01-31,P0038,W002,853,864.18256
2023-01-31,P0038,W003,963,949.91187
2023-01-31,P0038,W004,787,833.7274
2023-01-31,P0038,W005,939,932.5966
2023-01-31,P0038,W006,1126,1114.4677
2023-01-31,P0039,W001,1495,1558.0149
2023-01-31,P0039,W002,1164,1173.0
2023-01-31,P0039,W003,1088,1088.6733
2023-01-31,P0039,W004,1199,1222.7686
2023-01-31,P0039,W005,1797,1877.9493
2023-01-31,P0039,W006,1300,1286.4868
2023-01-31,P0040,W001,2025,2047.7175
2023-01-31,P0040,W002,921,946.3085
2023-01-31,P0040,W003,877,903.90186
2023-01-31,P0040,W004,1245,1255.386
2023-01-31,P0040,W005,1506,1514.2393
2023-01-31,P0040,W006,1691,1746.7073
2023-01-31,P0041,W001,1336,1306.3381
2023-01-31,P0041,W002,1178,1193.6567
2023-01-31,P0041,W003,858,882.93774
2023-01-31,P0041,W004,683,726.25574
2023-01-31,P0041,W005,853,869.18695
2023-01-31,P0041,W006,1165,1178.1621
2023-01-31,P0042,W001,671,678.4882
2023-01-31,P0042,W002,996,1042.2662
2023-01-31,P0042,W003,959,984.7099
2023-01-31,P0042,W004,1266,1292.2571
2023-01-31,P0042,W005,1170,1163.9622
2023-01-31,P0042,W006,1415,1433.3949
2023-01-31,P0043,W001,962,961.77374
2023-01-31,P0043,W002,1301,1296.2004
2023-01-31,P0043,W003,1187,1131.1091
2023-01-31,P0043,W004,999,999.18085
2023-01-31,P0043,W005,898,892.6379
2023-01-31,P0043,W006,728,723.8793
2023-01-31,P0044,W001,327,327.42902
2023-01-31,P0044,W002,217,217.25072
2023-01-31,P0044,W003,311,318.45108
2023-01-31,P0044,W004,239,246.14616
2023-01-31,P0044,W005,352,344.15265
2023-01-31,P0044,W006,224,229.45438
2023-01-31,P0045,W001,2051,2053.1047
2023-01-31,P0045,W002,905,916.5401
2023-01-31,P0045,W003,918,899.86786
2023-01-31,P0045,W004,1459,1427.16
2023-01-31,P0045,W005,1986,1971.478
2023-01-31,P0045,W006,1772,1776.9141
2023-01-31,P0046,W001,645,643.6576
2023-01-31,P0046,W002,1192,1141.4355
2023-01-31,P0046,W003,1002,993.727
2023-01-31,P0046,W004,588,600.9242
2023-01-31,P0046,W005,926,954.8487
2023-01-31,P0046,W006,795,793.56964
2023-01-31,P0047,W001,713,726.35394
2023-01-31,P0047,W002,673,674.62823
2023-01-31,P0047,W003,460,478.8816
2023-01-31,P0047,W004,942,944.41895
2023-01-31,P0047,W005,1177,1145.8213
2023-01-31,P0047,W006,445,440.99017
2023-01-31,P0048,W001,1188,1215.0914
2023-01-31,P0048,W002,2431,2408.269
2023-01-31,P0048,W003,1144,1163.5725
2023-01-31,P0048,W004,1239,1236.7515
2023-01-31,P0048,W005,1830,1791.8115
2023-01-31,P0048,W006,1357,1370.036
2023-01-31,P0049,W001,1277,1292.2928
2023-01-31,P0049,W002,740,739.57336
2023-01-31,P0049,W003,1086,1074.8182
2023-01-31,P0049,W004,822,806.85443
2023-01-31,P0049,W005,834,834.214
2023-01-31,P0049,W006,744,740.5738
2023-01-31,P0050,W001,2305,2254.585
2023-01-31,P0050,W002,1363,1348.8816
2023-01-31,P0050,W003,1438,1418.7971
2023-01-31,P0050,W004,1935,1905.3556
2023-01-31,P0050,W005,1117,1092.2854
2023-01-31,P0050,W006,1769,1792.4916
2023-01-31,P0051,W001,1017,1064.2534
2023-01-31,P0051,W002,590,604.4337
2023-01-31,P0051,W003,1532,1461.8955
2023-01-31,P0051,W004,1518,1532.09
2023-01-31,P0051,W005,860,865.05664
2023-01-31,P0051,W006,1000,1032.2522
2023-01-31,P0052,W001,1259,1307.3423
2023-01-31,P0052,W002,1397,1413.188
2023-01-31,P0052,W003,1198,1203.4408
2023-01-31,P0052,W004,1443,1491.5303
2023-01-31,P0052,W005,698,708.3571
2023-01-31,P0052,W006,1615,1608.833
2023-01-31,P0053,W001,661,669.8795
2023-01-31,P0053,W002,469,472.19513
2023-01-31,P0053,W003,366,380.7599
2023-01-31,P0053,W004,427,405.59274
2023-01-31,P0053,W005,374,390.70596
2023-01-31,P0053,W006,772,756.91016
2023-01-31,P0054,W001,1362,1329.471
2023-01-31,P0054,W002,2449,2426.818
2023-01-31,P0054,W003,824,850.1397
2023-01-31,P0054,W004,2362,2405.0615
2023-01-31,P0054,W005,1430,1445.1829
2023-01-31,P0054,W006,2322,2321.8838
2023-01-31,P0055,W001,1877,1906.6161
2023-01-31,P0055,W002,1198,1198.0433
2023-01-31,P0055,W003,1112,1151.0107
2023-01-31,P0055,W004,1719,1685.5132
2023-01-31,P0055,W005,2169,2211.7285
2023-01-31,P0055,W006,1449,1457.7257
2023-01-31,P0056,W001,975,972.8373
2023-01-31,P0056,W002,829,825.0027
2023-01-31,P0056,W003,461,483.61682
2023-01-31,P0056,W004,627,617.77124
2023-01-31,P0056,W005,1294,1226.1373
2023-01-31,P0056,W006,635,642.5237
2023-01-31,P0057,W001,2138,2149.379
2023-01-31,P0057,W002,1160,1168.804
2023-01-31,P0057,W003,953,963.31036
2023-01-31,P0057,W004,2136,2097.1272
2023-01-31,P0057,W005,842,835.75073
2023-01-31,P0057,W006,1490,1549.7391
2023-01-31,P0058,W001,1984,1962.2286
2023-01-31,P0058,W002,2077,2016.6157
2023-01-31,P0058,W003,1077,1077.3887
2023-01-31,P0058,W004,1588,1618.048
2023-01-31,P0058,W005,1376,1389.9126
2023-01-31,P0058,W006,1664,1677.2357
2023-01-31,P0059,W001,951,951.4051
2023-01-31,P0059,W002,795,794.6479
2023-01-31,P0059,W003,530,540.89923
2023-01-31,P0059,W004,676,646.80005
2023-01-31,P0059,W005,1083,1118.492
2023-01-31,P0059,W006,455,483.68228
2023-01-31,P0060,W001,956,1001.91595
2023-01-31,P0060,W002,1020,1030.7478
2023-01-31,P0060,W003,1091,1092.8295
2023-01-31,P0060,W004,1738,1808.7253
2023-01-31,P0060,W005,1190,1144.7408
2023-01-31,P0060,W006,1719,1755.7449
2023-02-28,P0001,W001,385,393.96158
2023-02-28,P0001,W002,943,940.13025
2023-02-28,P0001,W003,481,471.4
2023-02-28,P0001,W004,841,838.5943
2023-02-28,P0001,W005,402,397.26227
2023-02-28,P0001,W006,481,496.4483
2023-02-28,P0002,W001,957,959.7478
2023-02-28,P0002,W002,653,642.46545
2023-02-28,P0002,W003,858,837.17163
2023-02-28,P0002,W004,897,911.3221
2023-02-28,P0002,W005,829,827.49744
2023-02-28,P0002,W006,928,918.54346
2023-02-28,P0003,W001,647,639.8723
2023-02-28,P0003,W002,560,560.6989
2023-02-28,P0003,W003,289,296.30573
2023-02-28,P0003,W004,594,586.9587
2023-02-28,P0003,W005,620,606.6623
2023-02-28,P0003,W006,582,588.57043
2023-02-28,P0004,W001,1043,1059.4274
2023-02-28,P0004,W002,2089,2105.742
2023-02-28,P0004,W003,1751,1766.6652
2023-02-28,P0004,W004,1825,1776.8115
2023-02-28,P0004,W005,2255,2218.0662
2023-02-28,P0004,W006,1471,1484.4219
2023-02-28,P0005,W001,184,189.36867
2023-02-28,P0005,W002,298,315.1422
2023-02-28,P0005,W003,469,471.9367
2023-02-28,P0005,W004,465,471.68155
2023-02-28,P0005,W005,248,257.27542
2023-02-28,P0005,W006,294,310.28308
2023-02-28,P0006,W001,354,359.99252
2023-02-28,P0006,W002,477,495.73752
2023-02-28,P0006,W003,552,545.3604
2023-02-28,P0006,W004,281,273.89175
2023-02-28,P0006,W005,552,559.6925
2023-02-28,P0006,W006,415,408.9577
2023-02-28,P0007,W001,419,406.61548
2023-02-28,P0007,W002,1034,1031.2864
2023-02-28,P0007,W003,442,450.73257
2023-02-28,P0007,W004,1042,1022.64136
2023-02-28,P0007,W005,714,700.02716
2023-02-28,P0007,W006,415,407.88922
2023-02-28,P0008,W001,677,699.5188
2023-02-28,P0008,W002,1393,1458.8696
2023-02-28,P0008,W003,879,871.9078
2023-02-28,P0008,W004,801,796.8161
2023-02-28,P0008,W005,834,855.98065
2023-02-28,P0008,W006,1656,1575.9535
2023-02-28,P0009,W001,371,374.34836
2023-02-28,P0009,W002,516,530.026
2023-02-28,P0009,W003,735,751.03955
2023-02-28,P0009,W004,783,754.0318
2023-02-28,P0009,W005,983,984.94147
2023-02-28,P0009,W006,457,463.971
2023-02-28,P0010,W001,2402,2379.432
2023-02-28,P0010,W002,1135,1182.8945
2023-02-28,P0010,W003,2360,2378.3555
2023-02-28,P0010,W004,1629,1651.4965
2023-02-28,P0010,W005,2170,2165.8948
2023-02-28,P0010,W006,2160,2130.2239
2023-02-28,P0011,W001,452,448.50372
2023-02-28,P0011,W002,425,412.1423
2023-02-28,P0011,W003,870,868.43097
2023-02-28,P0011,W004,384,386.1828
2023-02-28,P0011,W005,410,406.34415
2023-02-28,P0011,W006,778,784.23755
2023-02-28,P0012,W001,660,660.0804
2023-02-28,P0012,W002,661,666.2982
2023-02-28,P0012,W003,562,560.5625
2023-02-28,P0012,W004,624,635.0493
2023-02-28,P0012,W005,635,638.3347
2023-02-28,P0012,W006,603,590.9895
2023-02-28,P0013,W001,959,950.08154
2023-02-28,P0013,W002,1864,1792.5865
2023-02-28,P0013,W003,1654,1559.1567
2023-02-28,P0013,W004,2180,2221.8965
2023-02-28,P0013,W005,1074,1083.3647
2023-02-28,P0013,W006,858,862.4181
2023-02-28,P0014,W001,781,784.421
2023-02-28,P0014,W002,613,623.6668
2023-02-28,P0014,W003,924,932.46375
2023-02-28,P0014,W004,1036,1022.587
2023-02-28,P0014,W005,1249,1224.1234
2023-02-28,P0014,W006,536,538.72705
2023-02-28,P0015,W001,290,293.4625
2023-02-28,P0015,W002,611,622.6376
2023-02-28,P0015,W003,652,644.07117
2023-02-28,P0015,W004,833,823.9976
2023-02-28,P0015,W005,327,336.17493
2023-02-28,P0015,W006,315,316.73334
2023-02-28,P0016,W001,468,467.4707
2023-02-28,P0016,W002,350,341.76294
2023-02-28,P0016,W003,353,349.3281
2023-02-28,P0016,W004,508,490.7335
2023-02-28,P0016,W005,506,508.75647
2023-02-28,P0016,W006,525,516.73474
2023-02-28,P0017,W001,401,392.95108
2023-02-28,P0017,W002,1019,1023.74725
2023-02-28,P0017,W003,895,908.66174
2023-02-28,P0017,W004,501,502.85675
2023-02-28,P0017,W005,514,504.99466
2023-02-28,P0017,W006,596,613.9097
2023-02-28,P0018,W001,580,587.40137
2023-02-28,P0018,W002,288,292.65454
2023-02-28,P0018,W003,379,362.27557
2023-02-28,P0018,W004,244,245.92828
2023-02-28,P0018,W005,521,521.39185
2023-02-28,P0018,W006,336,336.60574
2023-02-28,P0019,W001,1484,1482.3206
2023-02-28,P0019,W002,1264,1251.7251
2023-02-28,P0019,W003,940,945.1199
2023-02-28,P0019,W004,2420,2415.9746
2023-02-28,P0019,W005,1508,1513.4282
2023-02-28,P0019,W006,2294,2264.6519
2023-02-28,P0020,W001,1299,1287.103
2023-02-28,P0020,W002,1314,1273.2188
2023-02-28,P0020,W003,1829,1825.1514
2023-02-28,P0020,W004,1328,1355.3861
2023-02-28,P0020,W005,1690,1680.1765
2023-02-28,P0020,W006,2202,2154.081
2023-02-28,P0021,W001,1234,1191.46
2023-02-28,P0021,W002,1406,1400.474
2023-02-28,P0021,W003,829,801.7482
2023-02-28,P0021,W004,761,737.4257
2023-02-28,P0021,W005,1156,1107.2346
2023-02-28,P0021,W006,1117,1141.2408
2023-02-28,P0022,W001,376,375.0315
2023-02-28,P0022,W002,349,349.176
2023-02-28,P0022,W003,336,322.14844
2023-02-28,P0022,W004,276,277.6658
2023-02-28,P0022,W005,344,342.91318
2023-02-28,P0022,W006,304,308.458
2023-02-28,P0023,W001,1741,1701.2357
2023-02-28,P0023,W002,2388,2333.6023
2023-02-28,P0023,W003,889,898.81213
2023-02-28,P0023,W004,1877,1893.1686
2023-02-28,P0023,W005,1545,1538.6268
2023-02-28,P0023,W006,1788,1802.0457
2023-02-28,P0024,W001,1020,1019.3453
2023-02-28,P0024,W002,1063,1068.4963
2023-02-28,P0024,W003,1530,1507.957
2023-02-28,P0024,W004,2144,2147.3223
2023-02-28,P0024,W005,1478,1490.1162
2023-02-28,P0024,W006,1833,1889.551
2023-02-28,P0025,W001,718,715.95233
2023-02-28,P0025,W002,854,868.8008
2023-02-28,P0025,W003,1567,1520.8918
2023-02-28,P0025,W004,1691,1671.4254
2023-02-28,P0025,W005,1775,1775.3892
2023-02-28,P0025,W006,738,742.2274
2023-02-28,P0026,W001,130,143.06372
2023-02-28,P0026,W002,221,229.18843
2023-02-28,P0026,W003,295,301.52365
2023-02-28,P0026,W004,216,224.08247
2023-02-28,P0026,W005,215,225.1746
2023-02-28,P0026,W006,305,310.3483
2023-02-28,P0027,W001,378,383.46487
2023-02-28,P0027,W002,537,536.6416
2023-02-28,P0027,W003,722,720.0157
2023-02-28,P0027,W004,576,559.3602
2023-02-28,P0027,W005,737,743.74384
2023-02-28,P0027,W006,864,858.6551
2023-02-28,P0028,W001,391,390.7941
2023-02-28,P0028,W002,219,227.45253
2023-02-28,P0028,W003,435,447.3271
2023-02-28,P0028,W004,377,381.9344
2023-02-28,P0028,W005,443,451.32205
2023-02-28,P0028,W006,302,307.51584
2023-02-28,P0029,W001,1172,1140.3715
2023-02-28,P0029,W002,1499,1490.869
2023-02-28,P0029,W003,1751,1713.8231
2023-02-28,P0029,W004,1077,1090.8645
2023-02-28,P0029,W005,2318,2311.8628
2023-02-28,P0029,W006,1494,1474.29
2023-02-28,P0030,W001,408,414.71793
2023-02-28,P0030,W002,877,887.54956
2023-02-28,P0030,W003,670,659.8038
2023-02-28,P0030,W004,364,371.30975
2023-02-28,P0030,W005,451,448.44034
2023-02-28,P0030,W006,843,826.68445
2023-02-28,P0031,W001,2244,2230.2964
2023-02-28,P0031,W002,2145,2138.4688
2023-02-28,P0031,W003,1509,1521.553
2023-02-28,P0031,W004,1566,1599.5597
2023-02-28,P0031,W005,2299,2282.8015
2023-02-28,P0031,W006,1216,1232.3826
2023-02-28,P0032,W001,677,671.8284
2023-02-28,P0032,W002,1033,1041.825
2023-02-28,P0032,W003,629,638.05475
2023-02-28,P0032,W004,1033,1043.2781
2023-02-28,P0032,W005,1097,1067.9706
2023-02-28,P0032,W006,547,542.4886
2023-02-28,P0033,W001,931,911.4229
2023-02-28,P0033,W002,1727,1739.2662
2023-02-28,P0033,W003,1490,1476.9761
2023-02-28,P0033,W004,1682,1695.2256
2023-02-28,P0033,W005,1459,1453.2509
2023-02-28,P0033,W006,2125,2081.6104
2023-02-28,P0034,W001,396,421.54984
2023-02-28,P0034,W002,157,167.2784
2023-02-28,P0034,W003,138,135.4781
2023-02-28,P0034,W004,256,261.76083
2023-02-28,P0034,W005,293,314.26773
2023-02-28,P0034,W006,282,295.9388
2023-02-28,P0035,W001,289,285.72604
2023-02-28,P0035,W002,239,252.90514
2023-02-28,P0035,W003,349,347.35062
2023-02-28,P0035,W004,340,353.3985
2023-02-28,P0035,W005,208,215.59404
2023-02-28,P0035,W006,433,441.2735
2023-02-28,P0036,W001,471,471.73273
2023-02-28,P0036,W002,672,667.1448
2023-02-28,P0036,W003,807,782.1507
2023-02-28,P0036,W004,1179,1166.1666
2023-02-28,P0036,W005,462,467.5267
2023-02-28,P0036,W006,1127,1115.1769
2023-02-28,P0037,W001,1492,1482.3541
2023-02-28,P0037,W002,1456,1466.0369
2023-02-28,P0037,W003,1168,1111.7023
2023-02-28,P0037,W004,1398,1388.6875
2023-02-28,P0037,W005,813,799.2212
2023-02-28,P0037,W006,571,552.0394
2023-02-28,P0038,W001,699,716.78064
2023-02-28,P0038,W002,922,917.33655
2023-02-28,P0038,W003,1046,1021.0049
2023-02-28,P0038,W004,817,813.4193
2023-02-28,P0038,W005,958,963.1834
2023-02-28,P0038,W006,1300,1252.4131
2023-02-28,P0039,W001,1473,1521.0962
2023-02-28,P0039,W002,1190,1204.3639
2023-02-28,P0039,W003,1150,1154.3062
2023-02-28,P0039,W004,1261,1269.701
2023-02-28,P0039,W005,1837,1779.5052
2023-02-28,P0039,W006,1302,1330.8092
2023-02-28,P0040,W001,2223,2201.1736
2023-02-28,P0040,W002,989,972.4846
2023-02-28,P0040,W003,927,921.5453
2023-02-28,P0040,W004,1324,1339.2281
2023-02-28,P0040,W005,1667,1621.6414
2023-02-28,P0040,W006,1798,1785.6536
2023-02-28,P0041,W001,1331,1365.1144
2023-02-28,P0041,W002,1230,1195.7384
2023-02-28,P0041,W003,900,870.4977
2023-02-28,P0041,W004,680,684.4181
2023-02-28,P0041,W005,882,884.9044
2023-02-28,P0041,W006,1242,1230.1515
2023-02-28,P0042,W001,689,706.8224
2023-02-28,P0042,W002,1121,1067.7458
2023-02-28,P0042,W003,991,990.31323
2023-02-28,P0042,W004,1288,1282.2893
2023-02-28,P0042,W005,1339,1275.4054
2023-02-28,P0042,W006,1522,1509.1453
2023-02-28,P0043,W001,994,1013.56067
2023-02-28,P0043,W002,1409,1388.511
2023-02-28,P0043,W003,1217,1238.7693
2023-02-28,P0043,W004,1040,1055.557
2023-02-28,P0043,W005,947,953.90063
2023-02-28,P0043,W006,777,774.82446
2023-02-28,P0044,W001,318,325.79593
2023-02-28,P0044,W002,220,227.22159
2023-02-28,P0044,W003,319,318.70294
2023-02-28,P0044,W004,241,243.01685
2023-02-28,P0044,W005,374,373.7536
2023-02-28,P0044,W006,232,237.0888
2023-02-28,P0045,W001,2538,2521.418
2023-02-28,P0045,W002,1119,1135.1267
2023-02-28,P0045,W003,1081,1137.5286
2023-02-28,P0045,W004,1869,1852.9016
2023-02-28,P0045,W005,2415,2411.3513
2023-02-28,P0045,W006,2168,2181.5337
2023-02-28,P0046,W001,644,650.9481
2023-02-28,P0046,W002,1267,1245.9548
2023-02-28,P0046,W003,1091,1070.3085
2023-02-28,P0046,W004,607,602.936
2023-02-28,P0046,W005,1032,1006.11615
2023-02-28,P0046,W006,849,839.6576
2023-02-28,P0047,W001,755,758.35474
2023-02-28,P0047,W002,684,674.5388
2023-02-28,P0047,W003,516,499.25354
2023-02-28,P0047,W004,997,994.1539
2023-02-28,P0047,W005,1176,1198.6451
2023-02-28,P0047,W006,475,467.7414
