week_ending,product_id,warehouse_id,actual_demand,predicted_demand
2023-01-08,P0024,W001,197,217.22345
2023-01-08,P0024,W002,224,249.54877
2023-01-08,P0024,W003,327,340.41653
2023-01-08,P0024,W004,479,473.64862
2023-01-08,P0024,W005,305,336.5405
2023-01-08,P0024,W006,392,376.73563
2023-01-08,P0025,W001,141,145.15533
2023-01-08,P0025,W002,164,169.4047
2023-01-08,P0025,W003,316,320.596
2023-01-08,P0025,W004,339,337.60757
2023-01-08,P0025,W005,372,377.43628
2023-01-08,P0025,W006,138,145.01578
2023-01-08,P0026,W001,31,27.563225
2023-01-08,P0026,W002,41,41.672585
2023-01-08,P0026,W003,63,63.05979
2023-01-08,P0026,W004,43,50.56137
2023-01-08,P0026,W005,48,47.70028
2023-01-08,P0026,W006,70,64.5067
2023-01-08,P0027,W001,83,70.47
2023-01-08,P0027,W002,123,124.66387
2023-01-08,P0027,W003,145,140.06221
2023-01-08,P0027,W004,110,115.26515
2023-01-08,P0027,W005,150,145.8311
2023-01-08,P0027,W006,175,172.0313
2023-01-08,P0028,W001,67,81.01813
2023-01-08,P0028,W002,46,41.524055
2023-01-08,P0028,W003,98,95.11459
2023-01-08,P0028,W004,90,85.764725
2023-01-08,P0028,W005,95,95.136284
2023-01-08,P0028,W006,69,68.17851
2023-01-08,P0029,W001,244,237.43172
2023-01-08,P0029,W002,296,285.5737
2023-01-08,P0029,W003,359,339.09473
2023-01-08,P0029,W004,237,236.96007
2023-01-08,P0029,W005,486,490.34027
2023-01-08,P0029,W006,319,329.92484
2023-01-08,P0030,W001,82,78.37943
2023-01-08,P0030,W002,178,188.1617
2023-01-08,P0030,W003,133,144.02849
2023-01-08,P0030,W004,77,88.455475
2023-01-08,P0030,W005,104,88.87013
2023-01-08,P0030,W006,176,185.8936
2023-01-08,P0031,W001,422,427.2069
2023-01-08,P0031,W002,404,383.31
2023-01-08,P0031,W003,348,329.25458
2023-01-08,P0031,W004,339,319.4221
2023-01-08,P0031,W005,513,495.4213
2023-01-08,P0031,W006,259,269.8307
2023-01-08,P0032,W001,130,150.93393
2023-01-08,P0032,W002,222,230.58824
2023-01-08,P0032,W003,123,118.670715
2023-01-08,P0032,W004,225,223.7352
2023-01-08,P0032,W005,240,264.58704
2023-01-08,P0032,W006,108,109.4633
2023-01-08,P0033,W001,185,196.89058
2023-01-08,P0033,W002,375,351.9284
2023-01-08,P0033,W003,314,328.01633
2023-01-08,P0033,W004,383,357.1312
2023-01-08,P0033,W005,324,293.73325
2023-01-08,P0033,W006,415,433.9588
2023-01-08,P0034,W001,89,89.243774
2023-01-08,P0034,W002,36,35.760883
2023-01-08,P0034,W003,28,30.668154
2023-01-08,P0034,W004,52,49.55773
2023-01-08,P0034,W005,64,58.770054
2023-01-08,P0034,W006,57,53.5589
2023-01-08,P0035,W001,56,53.032585
2023-01-08,P0035,W002,48,48.732063
2023-01-08,P0035,W003,71,62.248913
2023-01-08,P0035,W004,71,75.72008
2023-01-08,P0035,W005,42,39.31557
2023-01-08,P0035,W006,87,80.0913
2023-01-08,P0036,W001,96,99.33806
2023-01-08,P0036,W002,119,135.53
2023-01-08,P0036,W003,159,155.26112
2023-01-08,P0036,W004,255,255.492
2023-01-08,P0036,W005,99,96.52685
2023-01-08,P0036,W006,231,230.60263
2023-01-08,P0037,W001,292,272.24445
2023-01-08,P0037,W002,263,261.25085
2023-01-08,P0037,W003,232,235.16634
2023-01-08,P0037,W004,256,260.02713
2023-01-08,P0037,W005,134,145.12929
2023-01-08,P0037,W006,108,116.89223
2023-01-08,P0038,W001,149,137.66142
2023-01-08,P0038,W002,181,192.63512
2023-01-08,P0038,W003,196,208.4143
2023-01-08,P0038,W004,197,202.1398
2023-01-08,P0038,W005,211,200.41019
2023-01-08,P0038,W006,238,247.74956
2023-01-08,P0039,W001,344,364.49814
2023-01-08,P0039,W002,290,260.54
2023-01-08,P0039,W003,239,243.8786
2023-01-08,P0039,W004,251,272.63812
2023-01-08,P0039,W005,402,426.42584
2023-01-08,P0039,W006,308,275.84106
2023-01-08,P0040,W001,456,463.90927
2023-01-08,P0040,W002,227,212.96094
2023-01-08,P0040,W003,192,210.85452
2023-01-08,P0040,W004,291,292.50024
2023-01-08,P0040,W005,331,326.87848
2023-01-08,P0040,W006,391,396.88477
2023-01-08,P0041,W001,294,276.65482
2023-01-08,P0041,W002,259,266.38425
2023-01-08,P0041,W003,196,189.8918
2023-01-08,P0041,W004,171,178.03564
2023-01-08,P0041,W005,184,205.90517
2023-01-08,P0041,W006,254,259.31366
2023-01-08,P0042,W001,156,153.21594
2023-01-08,P0042,W002,237,246.35034
2023-01-08,P0042,W003,217,219.66006
2023-01-08,P0042,W004,281,279.4656
2023-01-08,P0042,W005,251,274.6664
2023-01-08,P0042,W006,310,323.18814
2023-01-08,P0043,W001,209,214.9575
2023-01-08,P0043,W002,275,284.8436
2023-01-08,P0043,W003,235,234.28943
2023-01-08,P0043,W004,211,214.69014
2023-01-08,P0043,W005,192,196.67392
2023-01-08,P0043,W006,159,163.70496
2023-01-08,P0044,W001,75,72.81364
2023-01-08,P0044,W002,53,46.988205
2023-01-08,P0044,W003,75,73.00555
2023-01-08,P0044,W004,51,55.969814
2023-01-08,P0044,W005,71,73.71909
2023-01-08,P0044,W006,51,53.186966
2023-01-08,P0045,W001,452,450.91425
2023-01-08,P0045,W002,203,208.17657
2023-01-08,P0045,W003,206,187.91864
2023-01-08,P0045,W004,308,302.8742
2023-01-08,P0045,W005,434,403.02643
2023-01-08,P0045,W006,412,403.26886
2023-01-08,P0046,W001,143,140.1042
2023-01-08,P0046,W002,244,245.6052
2023-01-08,P0046,W003,222,220.50404
2023-01-08,P0046,W004,136,140.5836
2023-01-08,P0046,W005,200,237.84447
2023-01-08,P0046,W006,163,170.86852
2023-01-08,P0047,W001,161,168.27272
2023-01-08,P0047,W002,156,146.01503
2023-01-08,P0047,W003,107,117.711235
2023-01-08,P0047,W004,195,210.82036
2023-01-08,P0047,W005,243,236.70605
2023-01-08,P0047,W006,92,94.367355
2023-01-08,P0048,W001,261,301.57785
2023-01-08,P0048,W002,557,547.93396
2023-01-08,P0048,W003,255,268.9929
2023-01-08,P0048,W004,278,276.4832
2023-01-08,P0048,W005,378,379.35187
2023-01-08,P0048,W006,329,286.65967
2023-01-08,P0049,W001,310,295.43454
2023-01-08,P0049,W002,159,173.30714
2023-01-08,P0049,W003,249,230.9363
2023-01-08,P0049,W004,175,177.62814
2023-01-08,P0049,W005,175,185.48611
2023-01-08,P0049,W006,152,164.72194
2023-01-08,P0050,W001,487,494.17065
2023-01-08,P0050,W002,311,314.4432
2023-01-08,P0050,W003,326,306.06207
2023-01-08,P0050,W004,424,398.24405
2023-01-08,P0050,W005,245,241.18712
2023-01-08,P0050,W006,424,406.54663
2023-01-08,P0051,W001,251,254.6625
2023-01-08,P0051,W002,127,143.50568
2023-01-08,P0051,W003,333,312.72302
2023-01-08,P0051,W004,336,347.67505
2023-01-08,P0051,W005,193,190.24706
2023-01-08,P0051,W006,231,239.67447
2023-01-08,P0052,W001,296,289.9616
2023-01-08,P0052,W002,340,313.82617
2023-01-08,P0052,W003,255,281.09393
2023-01-08,P0052,W004,334,337.63162
2023-01-08,P0052,W005,153,157.95992
2023-01-08,P0052,W006,342,344.30923
2023-01-08,P0053,W001,150,151.88715
2023-01-08,P0053,W002,107,104.47016
2023-01-08,P0053,W003,84,93.4236
2023-01-08,P0053,W004,93,78.36111
2023-01-08,P0053,W005,87,92.59723
2023-01-08,P0053,W006,173,160.68431
2023-01-08,P0054,W001,284,277.9922
2023-01-08,P0054,W002,502,519.59766
2023-01-08,P0054,W003,186,194.31702
2023-01-08,P0054,W004,555,546.999
2023-01-08,P0054,W005,316,312.26437
2023-01-08,P0054,W006,515,512.2881
2023-01-08,P0055,W001,461,406.482
2023-01-08,P0055,W002,253,270.02332
2023-01-08,P0055,W003,279,295.80582
2023-01-08,P0055,W004,368,356.38052
2023-01-08,P0055,W005,519,489.51428
2023-01-08,P0055,W006,317,319.99615
2023-01-08,P0056,W001,208,229.36974
2023-01-08,P0056,W002,174,195.21953
2023-01-08,P0056,W003,113,124.825294
2023-01-08,P0056,W004,139,130.95854
2023-01-08,P0056,W005,288,241.87927
2023-01-08,P0056,W006,153,139.49278
2023-01-08,P0057,W001,449,459.76862
2023-01-08,P0057,W002,256,256.24664
2023-01-08,P0057,W003,201,215.58553
2023-01-08,P0057,W004,437,450.71252
2023-01-08,P0057,W005,184,185.57812
2023-01-08,P0057,W006,362,345.88446
2023-01-08,P0058,W001,475,429.38953
2023-01-08,P0058,W002,483,470.5696
2023-01-08,P0058,W003,252,239.77333
2023-01-08,P0058,W004,371,356.1999
2023-01-08,P0058,W005,321,310.5596
2023-01-08,P0058,W006,365,373.0631
2023-01-08,P0059,W001,213,216.1242
2023-01-08,P0059,W002,181,172.63332
2023-01-08,P0059,W003,124,125.46814
2023-01-08,P0059,W004,131,133.59581
2023-01-08,P0059,W005,259,253.28615
2023-01-08,P0059,W006,110,118.29054
2023-01-08,P0060,W001,231,234.42435
2023-01-08,P0060,W002,215,233.4718
2023-01-08,P0060,W003,236,249.80728
2023-01-08,P0060,W004,414,419.8466
2023-01-08,P0060,W005,228,246.795
2023-01-08,P0060,W006,384,402.73834
2023-01-15,P0001,W001,86,85.74843
2023-01-15,P0001,W002,201,220.68219
2023-01-15,P0001,W003,103,92.966606
2023-01-15,P0001,W004,184,183.21584
2023-01-15,P0001,W005,89,89.680664
2023-01-15,P0001,W006,103,112.11212
2023-01-15,P0002,W001,214,221.64995
2023-01-15,P0002,W002,154,141.16667
2023-01-15,P0002,W003,171,189.80284
2023-01-15,P0002,W004,198,204.42188
2023-01-15,P0002,W005,188,191.39558
2023-01-15,P0002,W006,216,215.5777
2023-01-15,P0003,W001,149,146.94798
2023-01-15,P0003,W002,121,124.73485
2023-01-15,P0003,W003,67,63.27674
2023-01-15,P0003,W004,129,133.29666
2023-01-15,P0003,W005,122,129.6577
2023-01-15,P0003,W006,125,124.57675
2023-01-15,P0004,W001,247,250.1568
2023-01-15,P0004,W002,489,454.99716
2023-01-15,P0004,W003,402,387.24423
2023-01-15,P0004,W004,401,364.20013
2023-01-15,P0004,W005,509,511.1667
2023-01-15,P0004,W006,318,289.51706
2023-01-15,P0005,W001,42,43.336033
2023-01-15,P0005,W002,67,67.89571
2023-01-15,P0005,W003,106,100.393936
2023-01-15,P0005,W004,105,103.802414
2023-01-15,P0005,W005,64,61.74998
2023-01-15,P0005,W006,65,67.434784
2023-01-15,P0006,W001,74,74.59079
2023-01-15,P0006,W002,104,99.24327
2023-01-15,P0006,W003,109,116.01253
2023-01-15,P0006,W004,62,60.082268
2023-01-15,P0006,W005,122,125.53407
2023-01-15,P0006,W006,86,87.91934
2023-01-15,P0007,W001,76,77.0368
2023-01-15,P0007,W002,205,197.90237
2023-01-15,P0007,W003,86,93.03564
2023-01-15,P0007,W004,226,244.10022
2023-01-15,P0007,W005,141,136.39568
2023-01-15,P0007,W006,78,82.35247
2023-01-15,P0008,W001,164,161.4942
2023-01-15,P0008,W002,325,348.2226
2023-01-15,P0008,W003,191,204.52911
2023-01-15,P0008,W004,187,191.20398
2023-01-15,P0008,W005,196,182.62688
2023-01-15,P0008,W006,349,347.1159
2023-01-15,P0009,W001,74,82.42074
2023-01-15,P0009,W002,112,116.60954
2023-01-15,P0009,W003,167,169.20871
2023-01-15,P0009,W004,166,173.33139
2023-01-15,P0009,W005,209,219.57707
2023-01-15,P0009,W006,102,100.23473
2023-01-15,P0010,W001,607,617.4491
2023-01-15,P0010,W002,296,309.71988
2023-01-15,P0010,W003,630,641.7153
2023-01-15,P0010,W004,429,414.8567
2023-01-15,P0010,W005,577,554.5201
2023-01-15,P0010,W006,563,581.4536
2023-01-15,P0011,W001,82,86.85694
2023-01-15,P0011,W002,95,86.79567
2023-01-15,P0011,W003,174,188.72815
2023-01-15,P0011,W004,84,92.15283
2023-01-15,P0011,W005,83,77.06897
2023-01-15,P0011,W006,174,175.42456
2023-01-15,P0012,W001,148,146.34814
2023-01-15,P0012,W002,146,155.21521
2023-01-15,P0012,W003,105,127.55202
2023-01-15,P0012,W004,140,147.09283
2023-01-15,P0012,W005,129,137.49911
2023-01-15,P0012,W006,132,126.523056
2023-01-15,P0013,W001,228,235.03145
2023-01-15,P0013,W002,419,417.51166
2023-01-15,P0013,W003,341,337.60333
2023-01-15,P0013,W004,508,496.2504
2023-01-15,P0013,W005,232,224.45534
2023-01-15,P0013,W006,185,193.94836
2023-01-15,P0014,W001,168,175.19774
2023-01-15,P0014,W002,122,127.63235
2023-01-15,P0014,W003,204,205.22581
2023-01-15,P0014,W004,247,256.20926
2023-01-15,P0014,W005,271,294.08353
2023-01-15,P0014,W006,118,126.42303
2023-01-15,P0015,W001,62,63.64634
2023-01-15,P0015,W002,144,137.97676
2023-01-15,P0015,W003,137,145.68863
2023-01-15,P0015,W004,178,179.09998
2023-01-15,P0015,W005,73,77.62985
2023-01-15,P0015,W006,68,72.284996
2023-01-15,P0016,W001,104,108.44764
2023-01-15,P0016,W002,70,76.59863
2023-01-15,P0016,W003,77,84.62149
2023-01-15,P0016,W004,121,119.08659
2023-01-15,P0016,W005,115,114.62531
2023-01-15,P0016,W006,106,117.539734
2023-01-15,P0017,W001,88,95.04773
2023-01-15,P0017,W002,239,238.61815
2023-01-15,P0017,W003,216,194.57938
2023-01-15,P0017,W004,125,120.448074
2023-01-15,P0017,W005,101,106.040955
2023-01-15,P0017,W006,134,132.48886
2023-01-15,P0018,W001,122,133.71117
2023-01-15,P0018,W002,60,59.545425
2023-01-15,P0018,W003,73,80.971016
2023-01-15,P0018,W004,53,56.556953
2023-01-15,P0018,W005,120,127.935455
2023-01-15,P0018,W006,77,73.99454
2023-01-15,P0019,W001,317,357.66254
2023-01-15,P0019,W002,278,294.6819
2023-01-15,P0019,W003,208,207.21063
2023-01-15,P0019,W004,544,546.1627
2023-01-15,P0019,W005,339,369.4942
2023-01-15,P0019,W006,467,468.26733
2023-01-15,P0020,W001,297,306.37347
2023-01-15,P0020,W002,276,272.63184
2023-01-15,P0020,W003,351,388.2143
2023-01-15,P0020,W004,283,294.93228
2023-01-15,P0020,W005,399,355.4231
2023-01-15,P0020,W006,503,486.17874
2023-01-15,P0021,W001,264,284.14536
2023-01-15,P0021,W002,322,315.3338
2023-01-15,P0021,W003,191,175.60928
2023-01-15,P0021,W004,159,168.13951
2023-01-15,P0021,W005,231,243.7425
2023-01-15,P0021,W006,249,249.09572
2023-01-15,P0022,W001,80,87.23448
2023-01-15,P0022,W002,76,78.15952
2023-01-15,P0022,W003,69,71.918884
2023-01-15,P0022,W004,56,63.87742
2023-01-15,P0022,W005,70,72.20166
2023-01-15,P0022,W006,64,63.809093
2023-01-15,P0023,W001,366,404.63266
2023-01-15,P0023,W002,500,517.48926
2023-01-15,P0023,W003,203,196.29156
2023-01-15,P0023,W004,398,420.77527
2023-01-15,P0023,W005,297,318.76303
2023-01-15,P0023,W006,415,398.75388
2023-01-15,P0024,W001,253,225.10033
2023-01-15,P0024,W002,221,234.8838
2023-01-15,P0024,W003,338,343.4549
2023-01-15,P0024,W004,486,494.03107
2023-01-15,P0024,W005,315,320.42612
2023-01-15,P0024,W006,413,417.99118
2023-01-15,P0025,W001,154,150.18912
2023-01-15,P0025,W002,173,176.19768
2023-01-15,P0025,W003,330,328.59283
2023-01-15,P0025,W004,366,369.29443
2023-01-15,P0025,W005,372,381.23447
2023-01-15,P0025,W006,172,153.18402
2023-01-15,P0026,W001,31,33.693306
2023-01-15,P0026,W002,46,45.268562
2023-01-15,P0026,W003,64,63.444916
2023-01-15,P0026,W004,44,43.421932
2023-01-15,P0026,W005,44,49.146355
2023-01-15,P0026,W006,65,70.96878
2023-01-15,P0027,W001,87,84.39946
2023-01-15,P0027,W002,114,127.81442
2023-01-15,P0027,W003,141,145.74272
2023-01-15,P0027,W004,130,121.36374
2023-01-15,P0027,W005,168,158.8476
2023-01-15,P0027,W006,198,188.8294
2023-01-15,P0028,W001,85,75.0518
2023-01-15,P0028,W002,49,51.011887
2023-01-15,P0028,W003,94,97.067955
2023-01-15,P0028,W004,86,90.64635
2023-01-15,P0028,W005,101,98.63015
2023-01-15,P0028,W006,68,69.96377
2023-01-15,P0029,W001,256,255.12988
2023-01-15,P0029,W002,333,312.94678
2023-01-15,P0029,W003,373,372.6658
2023-01-15,P0029,W004,248,249.43869
2023-01-15,P0029,W005,516,505.98737
2023-01-15,P0029,W006,340,342.39948
2023-01-15,P0030,W001,93,89.7033
2023-01-15,P0030,W002,213,195.70021
2023-01-15,P0030,W003,144,139.9902
2023-01-15,P0030,W004,77,80.21414
2023-01-15,P0030,W005,102,104.40646
2023-01-15,P0030,W006,176,186.9339
2023-01-15,P0031,W001,489,501.43234
2023-01-15,P0031,W002,519,496.26575
2023-01-15,P0031,W003,382,397.12793
2023-01-15,P0031,W004,387,391.82538
2023-01-15,P0031,W005,536,576.0316
2023-01-15,P0031,W006,310,310.18878
2023-01-15,P0032,W001,161,143.51047
2023-01-15,P0032,W002,216,225.61415
2023-01-15,P0032,W003,133,125.837296
2023-01-15,P0032,W004,218,225.61618
2023-01-15,P0032,W005,236,244.62086
2023-01-15,P0032,W006,115,113.46806
2023-01-15,P0033,W001,215,203.84534
2023-01-15,P0033,W002,412,404.5589
2023-01-15,P0033,W003,359,336.1433
2023-01-15,P0033,W004,368,390.26288
2023-01-15,P0033,W005,327,338.18823
2023-01-15,P0033,W006,415,439.64307
2023-01-15,P0034,W001,92,91.53205
2023-01-15,P0034,W002,34,35.836517
2023-01-15,P0034,W003,29,27.611391
2023-01-15,P0034,W004,58,53.331467
2023-01-15,P0034,W005,64,65.79465
2023-01-15,P0034,W006,58,58.589256
2023-01-15,P0035,W001,56,58.208435
2023-01-15,P0035,W002,46,50.196323
2023-01-15,P0035,W003,72,72.52614
2023-01-15,P0035,W004,77,74.0457
2023-01-15,P0035,W005,48,45.33461
2023-01-15,P0035,W006,84,88.95167
2023-01-15,P0036,W001,101,101.28566
2023-01-15,P0036,W002,140,131.4725
2023-01-15,P0036,W003,171,170.60313
2023-01-15,P0036,W004,258,263.10452
2023-01-15,P0036,W005,100,100.75784
2023-01-15,P0036,W006,255,244.30351
2023-01-15,P0037,W001,269,283.76663
2023-01-15,P0037,W002,298,282.4414
2023-01-15,P0037,W003,242,239.5634
2023-01-15,P0037,W004,241,266.53857
2023-01-15,P0037,W005,159,150.55426
2023-01-15,P0037,W006,119,114.06197
2023-01-15,P0038,W001,160,151.86365
2023-01-15,P0038,W002,204,197.8067
2023-01-15,P0038,W003,227,214.30841
2023-01-15,P0038,W004,170,201.27867
2023-01-15,P0038,W005,217,211.3941
2023-01-15,P0038,W006,260,250.45227
2023-01-15,P0039,W001,352,364.0903
2023-01-15,P0039,W002,249,285.84265
2023-01-15,P0039,W003,251,250.54242
2023-01-15,P0039,W004,298,278.42285
2023-01-15,P0039,W005,439,445.50168
2023-01-15,P0039,W006,274,307.80963
2023-01-15,P0040,W001,450,478.7589
2023-01-15,P0040,W002,195,221.2867
2023-01-15,P0040,W003,195,204.43585
2023-01-15,P0040,W004,267,291.1248
2023-01-15,P0040,W005,355,350.46948
2023-01-15,P0040,W006,394,418.01868
2023-01-15,P0041,W001,291,306.8426
2023-01-15,P0041,W002,274,278.0199
2023-01-15,P0041,W003,226,214.55281
2023-01-15,P0041,W004,148,171.758
2023-01-15,P0041,W005,183,194.44597
2023-01-15,P0041,W006,282,273.33102
2023-01-15,P0042,W001,143,159.04123
2023-01-15,P0042,W002,243,247.29135
2023-01-15,P0042,W003,218,231.96677
2023-01-15,P0042,W004,300,299.40973
2023-01-15,P0042,W005,259,258.279
2023-01-15,P0042,W006,323,335.99246
2023-01-15,P0043,W001,218,221.40408
2023-01-15,P0043,W002,308,293.45593
2023-01-15,P0043,W003,283,256.6756
2023-01-15,P0043,W004,242,229.82837
2023-01-15,P0043,W005,218,205.46637
2023-01-15,P0043,W006,165,167.9184
2023-01-15,P0044,W001,71,77.71474
2023-01-15,P0044,W002,46,51.03264
2023-01-15,P0044,W003,73,76.59919
2023-01-15,P0044,W004,61,54.78495
2023-01-15,P0044,W005,87,77.41399
2023-01-15,P0044,W006,49,52.356228
2023-01-15,P0045,W001,464,481.576
2023-01-15,P0045,W002,218,212.76909
2023-01-15,P0045,W003,209,214.64592
2023-01-15,P0045,W004,342,331.04077
2023-01-15,P0045,W005,459,468.84808
2023-01-15,P0045,W006,413,418.40723
2023-01-15,P0046,W001,157,150.80327
2023-01-15,P0046,W002,264,254.09636
2023-01-15,P0046,W003,225,229.03671
2023-01-15,P0046,W004,135,144.8227
2023-01-15,P0046,W005,220,217.77322
2023-01-15,P0046,W006,199,182.06628
2023-01-15,P0047,W001,157,169.43845
2023-01-15,P0047,W002,154,161.85585
2023-01-15,P0047,W003,112,111.248695
2023-01-15,P0047,W004,226,211.85898
2023-01-15,P0047,W005,258,258.7035
2023-01-15,P0047,W006,110,100.72326
2023-01-15,P0048,W001,248,268.76147
2023-01-15,P0048,W002,573,561.67236
2023-01-15,P0048,W003,265,263.15408
2023-01-15,P0048,W004,282,286.95905
2023-01-15,P0048,W005,415,410.6666
2023-01-15,P0048,W006,325,325.1993
2023-01-15,P0049,W001,291,311.8011
2023-01-15,P0049,W002,169,172.63992
2023-01-15,P0049,W003,238,248.25305
2023-01-15,P0049,W004,176,180.92484
2023-01-15,P0049,W005,200,186.87862
2023-01-15,P0049,W006,171,166.64728
2023-01-15,P0050,W001,526,525.0977
2023-01-15,P0050,W002,262,308.81107
2023-01-15,P0050,W003,323,335.0274
2023-01-15,P0050,W004,433,447.39297
2023-01-15,P0050,W005,236,246.60344
2023-01-15,P0050,W006,407,427.19592
2023-01-15,P0051,W001,224,251.30054
2023-01-15,P0051,W002,129,136.35533
2023-01-15,P0051,W003,328,342.72195
2023-01-15,P0051,W004,330,350.60507
