product_id,warehouse_id,current_stock,allocation_share,stock_share,allocation_gap,allocation_status,allocated_order_qty
P0019,W001,326,0.14022501222892547,0.05984945841747751,0.08037555381144795,BALANCED,142.0
P0022,W006,662,0.16051364365971107,0.2727647301194891,-0.11225108645977802,BALANCED,48.0
P0015,W006,324,0.10273565269104966,0.06699751861042183,0.03573813408062783,BALANCED,21.0
P0023,W001,176,0.1715088212060037,0.04677119319691735,0.12473762800908633,BALANCED,206.0
P0023,W003,304,0.08702712191696656,0.08078660643103906,0.006240515485927495,BALANCED,105.0
P0027,W003,256,0.190734055354994,0.11824480369515011,0.07248925165984388,BALANCED,141.0
P0027,W004,698,0.14897713598074608,0.32240184757505774,-0.17342471159431166,OVER_ALLOCATED,110.0
P0027,W005,215,0.1878459687123947,0.09930715935334873,0.08853880935904597,BALANCED,139.0
P0027,W006,305,0.2263537906137184,0.14087759815242495,0.08547619246129345,BALANCED,167.0
P0028,W001,470,0.17286652078774617,0.15661446184605132,0.016252058941694847,BALANCED,15.0
P0028,W002,194,0.10662422916252239,0.06464511829390203,0.041979110868620356,BALANCED,9.0
P0028,W003,495,0.19793117167296598,0.16494501832722425,0.03298615334574173,BALANCED,18.0
P0028,W004,228,0.18102247861547643,0.07597467510829724,0.1050478035071792,BALANCED,16.0
P0027,W002,181,0.1417569193742479,0.0836027713625866,0.058154148011661286,BALANCED,105.0
P0028,W005,1125,0.20031828128108214,0.3748750416527824,-0.17455676037170026,OVER_ALLOCATED,18.0
P0029,W001,277,0.12888779527559055,0.09221038615179761,0.03667740912379294,BALANCED,124.0
P0029,W002,93,0.159005905511811,0.030958721704394142,0.12804718380741686,BALANCED,153.0
P0029,W003,653,0.1843011811023622,0.2173768308921438,-0.033075649789781586,BALANCED,177.0
P0029,W004,328,0.12711614173228347,0.10918774966711052,0.01792839206517295,BALANCED,122.0
P0029,W005,1210,0.24128937007874016,0.40279627163781623,-0.16150690155907607,OVER_ALLOCATED,232.0
P0029,W006,443,0.1593996062992126,0.14747003994673769,0.011929566352474913,BALANCED,153.0
P0030,W001,252,0.11130719778141938,0.07535885167464115,0.03594834610677823,BALANCED,0.0
P0030,W002,1052,0.2519853775368713,0.3145933014354067,-0.06260792389853542,BALANCED,0.0
P0028,W006,489,0.14123731848020687,0.16294568477174276,-0.021708366291535885,BALANCED,13.0
P0027,W001,510,0.10433212996389891,0.23556581986143188,-0.13123368989753298,BALANCED,77.0
P0026,W006,98,0.21412226217718208,0.03737604881769641,0.17674621335948568,UNDER_ALLOCATED,24.0
P0026,W005,980,0.16050997057862046,0.37376048817696417,-0.2132505175983437,OVER_ALLOCATED,18.0
P0023,W004,365,0.18695690336171333,0.09699707680042519,0.08995982656128815,BALANCED,225.0
P0023,W005,1855,0.14530852277714387,0.49295774647887325,-0.34764922370172935,OVER_ALLOCATED,175.0
P0023,W006,645,0.1859913982269815,0.17140579325006644,0.014585604976915051,BALANCED,224.0
P0024,W001,427,0.1145148435943415,0.14759764949879017,-0.033082805904448676,BALANCED,138.0
P0024,W002,475,0.1203426977485555,0.16418942274455584,-0.04384672499600034,BALANCED,145.0
P0024,W003,522,0.16970512054194062,0.18043553404770135,-0.010730413505760733,BALANCED,204.0
P0024,W004,413,0.229727037258418,0.14275838230210855,0.08696865495630945,BALANCED,276.0
P0024,W005,369,0.157501494321578,0.12754925682682336,0.029952237494754647,BALANCED,189.0
P0024,W006,687,0.20820880653516638,0.23746975458002073,-0.02926094804485435,BALANCED,250.0
P0025,W001,45,0.09920230312481257,0.020794824399260628,0.07840747872555194,BALANCED,70.0
P0025,W002,775,0.12067414382534637,0.35813308687615525,-0.2374589430508089,OVER_ALLOCATED,85.0
P0025,W003,102,0.20362262340310683,0.04713493530499076,0.15648768809811608,UNDER_ALLOCATED,143.0
P0025,W004,336,0.2283332333713189,0.15526802218114602,0.07306521119017287,BALANCED,160.0
P0025,W005,409,0.24788580339471,0.1890018484288355,0.05888395496587451,BALANCED,174.0
P0025,W006,497,0.10028189288070533,0.22966728280961182,-0.1293853899289065,BALANCED,70.0
P0026,W001,212,0.10003269042170644,0.08085430968726164,0.019178380734444805,BALANCED,11.0
P0026,W002,871,0.15397188623733246,0.3321891685736079,-0.17821728233627546,OVER_ALLOCATED,18.0
P0026,W003,329,0.21412226217718208,0.12547673531655226,0.08864552686062982,BALANCED,24.0
P0026,W004,132,0.15724092840797646,0.05034324942791762,0.10689767898005884,BALANCED,18.0
P0023,W002,418,0.2232072325111911,0.11108158384267872,0.11212564866851238,BALANCED,269.0
P0030,W003,398,0.18252867767553257,0.11901913875598086,0.06350953891955172,BALANCED,0.0
P0015,W005,1292,0.10734463276836158,0.26716294458229944,-0.15981831181393785,OVER_ALLOCATED,22.0
P0015,W003,394,0.2225691347011597,0.08147229114971051,0.1410968435514492,BALANCED,46.0
P0004,W006,577,0.13814238566713813,0.17270278359772523,-0.0345603979305871,BALANCED,142.0
P0005,W001,193,0.0922165820642978,0.08240819812126388,0.009808383943033919,BALANCED,29.0
P0005,W002,434,0.15186125211505921,0.18531169940222034,-0.03345044728716112,BALANCED,48.0
P0005,W003,640,0.2387901861252115,0.27327070879590093,-0.034480522670689434,BALANCED,75.0
P0005,W004,118,0.23709813874788493,0.05038428693424424,0.1867138518136407,UNDER_ALLOCATED,74.0
P0005,W005,723,0.1281725888324873,0.30871050384286935,-0.18053791501038205,OVER_ALLOCATED,40.0
P0005,W006,234,0.15186125211505921,0.09991460290350128,0.051946649211557935,BALANCED,48.0
P0006,W001,654,0.13830334190231364,0.21282134721770257,-0.07451800531538894,BALANCED,0.0
P0004,W005,1802,0.2194933779092195,0.5393594732116133,-0.31986609530239374,OVER_ALLOCATED,225.0
P0006,W002,652,0.187146529562982,0.21217051740969736,-0.025023987846715362,BALANCED,0.0
P0006,W004,173,0.10008568980291345,0.056296778392450376,0.04378891141046307,BALANCED,0.0
P0006,W005,344,0.21165381319622964,0.11194272697689554,0.0997110862193341,BALANCED,0.0
P0006,W006,515,0.15509854327335046,0.16758867556134072,-0.012490132287990258,BALANCED,0.0
P0007,W001,282,0.10036065166024126,0.07370622059592263,0.026654431064318626,BALANCED,98.0
P0007,W002,645,0.2522074368859595,0.16858337689492944,0.08362405999103004,BALANCED,247.0
P0007,W003,748,0.11242382788210421,0.1955044432828019,-0.08308061540069768,BALANCED,110.0
P0007,W004,531,0.2638975251834349,0.13878724516466284,0.12511028001877206,BALANCED,258.0
P0007,W005,564,0.17199353314264396,0.14741244119184527,0.02458109195079869,BALANCED,168.0
P0006,W003,735,0.2077120822622108,0.23917995444191345,-0.03146787217970265,BALANCED,0.0
P0004,W004,130,0.16943122883716943,0.038910505836575876,0.13052072300059356,BALANCED,174.0
P0004,W003,363,0.16621662166216622,0.10865010475905418,0.05756651690311204,BALANCED,170.0
P0004,W002,323,0.20273455917020272,0.09667764142472314,0.10605691774547958,BALANCED,208.0
P0001,W001,404,0.10977917981072555,0.18321995464852608,-0.07344077483780054,BALANCED,46.0
P0001,W002,95,0.2668769716088328,0.04308390022675737,0.2237930713820754,UNDER_ALLOCATED,112.0
P0001,W003,175,0.131608832807571,0.07936507936507936,0.05224375344249163,BALANCED,55.0
P0001,W004,358,0.2431545741324921,0.16235827664399094,0.08079629748850117,BALANCED,102.0
P0001,W005,731,0.11495268138801262,0.33151927437641726,-0.21656659298840464,OVER_ALLOCATED,48.0
P0001,W006,442,0.13362776025236592,0.20045351473922904,-0.06682575448686312,BALANCED,56.0
P0002,W001,98,0.19275862068965519,0.03709311127933384,0.15566550941032134,UNDER_ALLOCATED,92.0
P0002,W002,396,0.12034482758620689,0.14988644965934897,-0.02954162207314208,BALANCED,57.0
P0002,W003,540,0.1621551724137931,0.2043906131718395,-0.042235440758046416,BALANCED,77.0
P0002,W004,45,0.17948275862068966,0.01703255109765329,0.16245020752303638,UNDER_ALLOCATED,86.0
P0002,W005,466,0.16956896551724138,0.17638152914458743,-0.006812563627346058,BALANCED,81.0
P0002,W006,1097,0.1756896551724138,0.41521574564723696,-0.23952609047482315,OVER_ALLOCATED,84.0
P0003,W001,376,0.19283783783783784,0.09804432855280312,0.09479350928503472,BALANCED,70.0
P0003,W002,248,0.1772972972972973,0.06466753585397653,0.11262976144332076,BALANCED,64.0
P0003,W003,819,0.09027027027027026,0.2135593220338983,-0.12328905176362803,BALANCED,33.0
P0003,W004,278,0.17621621621621622,0.07249022164276402,0.1037259945734522,BALANCED,64.0
P0003,W005,1660,0.1895945945945946,0.43285528031290743,-0.24326068571831283,OVER_ALLOCATED,69.0
P0003,W006,454,0.17378378378378379,0.11838331160365059,0.05540047218013319,BALANCED,63.0
P0004,W001,146,0.10398182675410399,0.04369949117030829,0.0602823355837957,BALANCED,107.0
P0007,W006,1056,0.09911702524561622,0.276006272869838,-0.17688924762422176,OVER_ALLOCATED,97.0
P0015,W004,68,0.267766874814154,0.014061207609594707,0.2537056672045593,UNDER_ALLOCATED,56.0
P0008,W001,112,0.10738542932723243,0.02989855846235985,0.07748687086487258,BALANCED,60.0
P0008,W003,195,0.14220347465503683,0.05205552589428724,0.09014794876074958,BALANCED,79.0
P0012,W003,252,0.14321458358155606,0.07792207792207792,0.06529250565947814,BALANCED,23.0
P0012,W004,121,0.16811628738234244,0.03741496598639456,0.13070132139594787,BALANCED,27.0
P0012,W005,112,0.16573334921958774,0.03463203463203463,0.1311013145875531,BALANCED,27.0
P0012,W006,1166,0.15632074347670677,0.36054421768707484,-0.20422347421036807,OVER_ALLOCATED,25.0
P0013,W001,279,0.11057589381288803,0.14668769716088328,-0.036111803347995255,BALANCED,85.0
P0013,W002,659,0.2111967458788268,0.34647739221871715,-0.13528064633989034,BALANCED,162.0
P0013,W003,174,0.19048383643759367,0.0914826498422713,0.09900118659532238,BALANCED,146.0
P0013,W004,334,0.26332691072575465,0.17560462670872765,0.087722284017027,BALANCED,202.0
P0012,W002,1255,0.1813415941856309,0.3880643166357452,-0.2067227224501143,OVER_ALLOCATED,29.0
P0013,W005,348,0.12636480411046885,0.1829652996845426,-0.056600495574073734,BALANCED,97.0
P0014,W001,210,0.1530159282792236,0.07628042135851798,0.07673550692070563,BALANCED,180.0
P0014,W002,406,0.11236835233701802,0.14747548129313476,-0.03510712895611674,BALANCED,132.0
P0014,W003,411,0.17730002611193316,0.1492916818016709,0.02800834431026225,BALANCED,209.0
P0014,W004,750,0.21403081208112107,0.2724300762804214,-0.058399264199300305,BALANCED,252.0
P0014,W005,690,0.23901122813125597,0.25063567017798766,-0.011624442046731687,BALANCED,282.0
P0014,W006,286,0.10427365305944816,0.10388666908826734,0.0003869839711808237,BALANCED,123.0
P0015,W001,427,0.09649122807017543,0.08829611248966088,0.008195115580514556,BALANCED,20.0
P0015,W002,2331,0.2030924769550996,0.4820099255583127,-0.2789174486032131,OVER_ALLOCATED,42.0
P0013,W006,108,0.09805180903446799,0.056782334384858045,0.04126947464960994,BALANCED,75.0
P0012,W001,328,0.1852734421541761,0.10142238713667286,0.08385105501750324,BALANCED,30.0
P0011,W006,979,0.24164113494072198,0.39877800407331976,-0.15713686913259778,OVER_ALLOCATED,134.0
P0011,W005,607,0.11642467030771281,0.24725050916496946,-0.13082583885725665,BALANCED,64.0
P0008,W004,262,0.12740401801672982,0.06994127068873465,0.05746274732799517,BALANCED,71.0
P0008,W005,1849,0.13605490812897691,0.49359316604378,-0.3575382579148031,OVER_ALLOCATED,76.0
P0008,W006,910,0.2589547436905698,0.2429257875066738,0.01602895618389602,BALANCED,144.0
P0009,W001,50,0.09531635168447,0.015446400988569663,0.07986995069590033,BALANCED,41.0
P0009,W002,1213,0.13569667801385138,0.3747296879827,-0.23903300996884863,OVER_ALLOCATED,59.0
P0009,W003,163,0.18664162460382674,0.0503552672227371,0.13628635738108963,BALANCED,81.0
P0009,W004,194,0.20730132644676605,0.059932035835650294,0.14736929061111576,BALANCED,90.0
P0009,W005,744,0.25507688695856323,0.22984244670991658,0.025234440248646656,BALANCED,110.0
P0009,W006,873,0.1199671322925226,0.26969416126042633,-0.14972702896790374,BALANCED,52.0
P0010,W001,416,0.1989861073487868,0.12515042117930206,0.07383568616948474,BALANCED,196.0
P0010,W002,265,0.09268217174257962,0.07972322503008424,0.012958946712495381,BALANCED,91.0
P0010,W003,659,0.2102472814519562,0.19825511432009627,0.011992167131859938,BALANCED,207.0
P0010,W004,337,0.1372624898417244,0.10138387484957882,0.03587861499214558,BALANCED,135.0
P0010,W005,1448,0.1811849386633644,0.43561973525872444,-0.25443479659536006,OVER_ALLOCATED,178.0
P0010,W006,199,0.17963701095158857,0.0598676293622142,0.11976938158937436,BALANCED,177.0
P0011,W001,360,0.13147728786465965,0.14663951120162932,-0.015162223336969677,BALANCED,73.0
P0011,W002,223,0.12321832955907819,0.09083503054989817,0.03238329900918002,BALANCED,68.0
P0011,W003,138,0.2701478619954709,0.05621181262729124,0.21393604936817967,UNDER_ALLOCATED,149.0
P0011,W004,148,0.11709071533235647,0.06028513238289206,0.05680558294946442,BALANCED,65.0
P0008,W002,418,0.22799742618145422,0.11158569140416444,0.11641173477728978,BALANCED,127.0
P0060,W005,656,0.15336181695525072,0.28809837505489677,-0.13473655809964605,BALANCED,185.0
P0030,W004,162,0.10475230051682843,0.04844497607655503,0.05630732444027341,BALANCED,0.0
P0031,W001,357,0.18890512133755377,0.15217391304347827,0.0367312082940755,BALANCED,167.0
P0050,W001,235,0.2371762315896394,0.09347653142402546,0.14369970016561395,BALANCED,229.0
P0050,W002,395,0.13907228711697986,0.1571201272871917,-0.018047840170211854,BALANCED,134.0
P0050,W003,369,0.13682918571186728,0.1467780429594272,-0.009948857247559922,BALANCED,132.0
P0050,W004,912,0.19269510749957677,0.3627684964200477,-0.17007338892047094,OVER_ALLOCATED,186.0
P0050,W005,467,0.11346707296427967,0.18575974542561655,-0.07229267246133687,BALANCED,110.0
P0050,W006,136,0.18076011511765702,0.05409705648369133,0.1266630586339657,BALANCED,175.0
P0051,W001,335,0.15726561995218713,0.14527320034692107,0.011992419605266064,BALANCED,32.0
P0051,W002,591,0.09394585513988499,0.25628794449262793,-0.16234208935274294,OVER_ALLOCATED,19.0
P0049,W006,908,0.13082228939006432,0.22370041882237005,-0.09287812943230572,BALANCED,19.0
P0051,W003,637,0.23609226594301222,0.2762359063313096,-0.0401436403882974,BALANCED,48.0
P0051,W005,229,0.13400529818440265,0.09930615784908933,0.03469914033531332,BALANCED,27.0
P0051,W006,45,0.15636105188343993,0.019514310494362534,0.1368467413890774,BALANCED,32.0
P0052,W001,461,0.16063148597924487,0.13007900677200904,0.030552479207235833,BALANCED,69.0
P0052,W002,560,0.17962022521527932,0.1580135440180587,0.021606681197220617,BALANCED,77.0
P0052,W003,457,0.1545595054095827,0.12895033860045146,0.025609166809131223,BALANCED,66.0
P0052,W004,531,0.20368734820048576,0.14983069977426636,0.0538566484262194,BALANCED,87.0
P0052,W005,1423,0.09014131154780304,0.4015237020316027,-0.3113823904837997,OVER_ALLOCATED,39.0
P0052,W006,112,0.21136012364760431,0.03160270880361174,0.17975741484399257,UNDER_ALLOCATED,91.0
P0051,W004,469,0.22232990889707308,0.2033824804856895,0.018947428411383582,BALANCED,45.0
P0049,W005,524,0.159265287142525,0.1290958364129096,0.03016945072961541,BALANCED,23.0
P0049,W004,560,0.15678524374176547,0.13796501601379652,0.018820227727968958,BALANCED,22.0
P0049,W003,301,0.19119584592730374,0.07415619610741563,0.11703964981988811,BALANCED,27.0
P0046,W002,568,0.23387833015187984,0.24663482414242294,-0.0127564939905431,BALANCED,164.0
P0046,W003,371,0.18906133289069632,0.16109422492401215,0.027967107966684168,BALANCED,133.0
P0046,W004,389,0.11627520956095942,0.16891011723838473,-0.052634907677425305,BALANCED,82.0
P0046,W005,380,0.1908872105568927,0.16500217108119844,0.02588503947569426,BALANCED,134.0
P0046,W006,287,0.1495559797493568,0.12462006079027356,0.024935918959083245,BALANCED,105.0
P0047,W001,233,0.16376663254861823,0.0997431506849315,0.06402348186368673,BALANCED,114.0
P0047,W002,813,0.14897180608541918,0.3480308219178082,-0.19905901583238902,OVER_ALLOCATED,104.0
P0047,W003,248,0.11026332930120034,0.10616438356164383,0.004098945739556506,BALANCED,77.0
P0047,W004,140,0.21550200055829533,0.059931506849315065,0.15557049370898027,UNDER_ALLOCATED,150.0
P0047,W005,227,0.2580254954871127,0.09717465753424658,0.1608508379528661,UNDER_ALLOCATED,179.0
P0047,W006,675,0.10347073601935423,0.2889554794520548,-0.18548474343270055,OVER_ALLOCATED,72.0
P0048,W001,259,0.1336330591161278,0.11359649122807018,0.02003656788805762,BALANCED,47.0
P0048,W002,326,0.26052228811938016,0.14298245614035088,0.11753983197902929,BALANCED,91.0
P0048,W003,1082,0.12564568586187105,0.4745614035087719,-0.3489157176469009,OVER_ALLOCATED,44.0
P0048,W004,116,0.1382246030227664,0.05087719298245614,0.08734741004031027,BALANCED,49.0
P0048,W005,50,0.19724507365601684,0.021929824561403508,0.17531524909461332,UNDER_ALLOCATED,69.0
P0048,W006,447,0.14472929022383776,0.19605263157894737,-0.0513233413551096,BALANCED,51.0
P0049,W001,464,0.22289390064326126,0.11431387041143139,0.10858003023182987,BALANCED,32.0
P0049,W002,1302,0.13903743315508021,0.32076866223207684,-0.18173122907699663,OVER_ALLOCATED,20.0
P0053,W001,108,0.20823145884270577,0.03508771929824561,0.17314373954446016,UNDER_ALLOCATED,47.0
P0046,W001,308,0.12034193709021496,0.1337386018237082,-0.013396664733493241,BALANCED,84.0
P0053,W002,69,0.1593317033414833,0.022417153996101363,0.13691454934538194,BALANCED,36.0
P0053,W004,87,0.1401792991035045,0.028265107212475632,0.11191419189102886,BALANCED,32.0
P0057,W004,865,0.239035305818001,0.26615384615384613,-0.027118540335845126,BALANCED,482.0
P0057,W005,878,0.09970164097463949,0.27015384615384613,-0.17045220517920665,OVER_ALLOCATED,201.0
P0057,W006,88,0.17061163600198906,0.02707692307692308,0.14353471292506598,BALANCED,344.0
P0058,W001,949,0.20451937505516815,0.3017488076311606,-0.09722943257599242,BALANCED,226.0
P0058,W002,1373,0.19917909789036986,0.4365659777424483,-0.23738687985207846,OVER_ALLOCATED,220.0
P0058,W003,34,0.11276370376908817,0.010810810810810811,0.10195289295827736,BALANCED,124.0
P0058,W004,271,0.16206196486892047,0.0861685214626391,0.07589344340628136,BALANCED,179.0
P0058,W005,365,0.14815959043163562,0.11605723370429252,0.0321023567273431,BALANCED,163.0
P0057,W003,470,0.11422178020885132,0.14461538461538462,-0.030393604406533298,BALANCED,230.0
P0058,W006,153,0.17331626798481772,0.04864864864864865,0.12466761933616907,BALANCED,191.0
P0059,W002,108,0.17269344528193875,0.07086614173228346,0.10182730354965529,BALANCED,391.0
P0059,W003,183,0.12212575135960309,0.12007874015748031,0.002047011202122778,BALANCED,276.0
P0059,W004,265,0.1503673313615113,0.17388451443569553,-0.02351718307418421,BALANCED,340.0
P0059,W005,511,0.24014884075946952,0.3353018372703412,-0.09515299651087167,BALANCED,543.0
P0059,W006,260,0.1059059250071558,0.17060367454068243,-0.06469774953352662,BALANCED,240.0
P0060,W001,423,0.12182370137171127,0.1857707509881423,-0.06394704961643104,BALANCED,147.0
P0060,W002,206,0.13717112660220374,0.09046991655687307,0.04670121004533066,BALANCED,165.0
P0060,W003,307,0.13947605127051946,0.13482652613087395,0.004649525139645505,BALANCED,168.0
P0059,W001,197,0.20875870623032153,0.12926509186351706,0.07949361436680447,BALANCED,472.0
P0057,W002,247,0.13227250124316262,0.076,0.05627250124316262,BALANCED,267.0
P0057,W001,702,0.24415713575335654,0.216,0.028157135753356544,BALANCED,492.0
P0056,W006,475,0.13925506502698398,0.12376237623762376,0.01549268878936022,BALANCED,0.0
P0053,W005,2119,0.12876935615321924,0.6884340480831709,-0.5596646919299516,OVER_ALLOCATED,29.0
P0053,W006,482,0.24409127954360227,0.15659519168291097,0.0874960878606913,BALANCED,55.0
P0054,W001,222,0.12811601150527324,0.06674684305472038,0.06136916845055286,BALANCED,55.0
P0054,W002,1014,0.23134387983381272,0.3048707155742634,-0.07352683574045066,BALANCED,99.0
P0054,W003,698,0.07957813998082454,0.20986169573060734,-0.1302835557497828,BALANCED,34.0
P0054,W004,469,0.2120086289549377,0.14101022248947684,0.07099840646546085,BALANCED,91.0
P0054,W005,117,0.13506711409395974,0.03517739025856885,0.0998897238353909,BALANCED,58.0
P0054,W006,806,0.21388622563119208,0.2423331328923632,-0.028446907261171106,BALANCED,91.0
P0055,W001,457,0.20876288659793815,0.1317762399077278,0.07698664669021035,BALANCED,209.0
P0055,W002,151,0.12148951297547103,0.04354094579008074,0.07794856718539028,BALANCED,122.0
P0055,W003,647,0.12193387842161393,0.18656286043829295,-0.06462898201667902,BALANCED,122.0
P0055,W004,522,0.177568432278706,0.15051903114186851,0.027049401136837486,BALANCED,178.0
P0055,W005,547,0.21791681478848204,0.1577277970011534,0.06018901778732863,BALANCED,218.0
P0055,W006,1144,0.15232847493778884,0.32987312572087657,-0.17754465078308773,OVER_ALLOCATED,153.0
P0056,W001,616,0.20764398832168451,0.16050026055237102,0.0471437277693135,BALANCED,0.0
P0056,W002,736,0.1673891887109617,0.19176654507556018,-0.02437735636459848,BALANCED,0.0
P0056,W003,69,0.10386623020437052,0.01797811360083377,0.08588811660353676,BALANCED,0.0
P0056,W004,165,0.1258957798814474,0.0429911412193851,0.0829046386620623,BALANCED,0.0
P0056,W005,1777,0.2559497478545519,0.46300156331422615,-0.20705181545967427,OVER_ALLOCATED,0.0
P0053,W003,213,0.11939690301548492,0.06920077972709551,0.050196123288389405,BALANCED,27.0
P0030,W005,789,0.12580360519349554,0.235944976076555,-0.11014137088305948,BALANCED,0.0
P0045,W006,348,0.1924442550774038,0.11193309745899004,0.08051115761841375,BALANCED,242.0
P0045,W004,596,0.16257160441225205,0.19170151174010935,-0.029129907327857307,BALANCED,204.0
P0035,W001,82,0.15692153923038482,0.040117416829745595,0.11680412240063923,BALANCED,18.0
P0035,W002,552,0.12643678160919541,0.2700587084148728,-0.14362192680567737,BALANCED,14.0
P0035,W003,516,0.1809095452273863,0.25244618395303325,-0.07153663872564694,BALANCED,21.0
P0035,W004,161,0.1866566716641679,0.07876712328767123,0.10788954837649668,BALANCED,21.0
P0035,W005,468,0.10994502748625687,0.22896281800391388,-0.11901779051765701,BALANCED,13.0
P0035,W006,265,0.2391304347826087,0.12964774951076322,0.10948268527184549,BALANCED,27.0
P0036,W001,386,0.10340503520787113,0.10412732667925546,-0.0007222914713843342,BALANCED,44.0
P0036,W002,174,0.13706954760297096,0.046938224979768,0.09013132262320296,BALANCED,58.0
P0034,W006,468,0.18502202643171806,0.15657410505185682,0.02844792137986124,BALANCED,0.0
P0036,W003,222,0.1619562071959101,0.05988670083625573,0.10206950635965438,BALANCED,69.0
P0036,W005,1686,0.10417671457509405,0.45481521445913137,-0.35063849988403734,OVER_ALLOCATED,44.0
P0036,W006,482,0.2382560046300762,0.1300242783922309,0.1082317262378453,BALANCED,101.0
P0037,W001,127,0.21431701972242512,0.06857451403887689,0.14574250568354824,BALANCED,232.0
P0037,W002,530,0.21512052593133674,0.2861771058315335,-0.07105657990019676,BALANCED,233.0
P0037,W003,292,0.17012417823228634,0.15766738660907129,0.012456791623215058,BALANCED,184.0
P0037,W004,105,0.2024835646457268,0.05669546436285097,0.14578810028287584,BALANCED,219.0
P0037,W005,419,0.1139517896274653,0.22624190064794816,-0.11229011102048286,BALANCED,123.0
P0037,W006,379,0.08400292184075968,0.20464362850971923,-0.12064070666895955,BALANCED,91.0
P0036,W004,757,0.25513649078807754,0.2042082546533585,0.05092823613471903,BALANCED,108.0
P0034,W005,285,0.1894273127753304,0.09534961525593844,0.09407769751939196,BALANCED,0.0
