date,product_id,warehouse_id,units_sold,demand_zscore,anomaly_type
2025-12-25,P0053,W001,38,5.799975544091347,SPIKE
2025-12-25,P0011,W003,46,3.642104075048945,SPIKE
2025-12-25,P0052,W006,104,4.6497437269381665,SPIKE
2025-12-25,P0031,W003,75,3.279366716694091,SPIKE
2025-12-25,P0016,W002,18,3.087713518147651,SPIKE
2025-12-25,P0022,W004,13,3.5993062673630347,SPIKE
2025-12-25,P0031,W004,96,3.7270482870071233,SPIKE
2025-12-25,P0052,W005,40,4.992396589805541,SPIKE
2025-12-25,P0007,W004,42,3.0343941297205395,SPIKE
2025-12-25,P0052,W004,80,3.1822400169782425,SPIKE
2025-12-25,P0031,W006,56,3.0763241188581776,SPIKE
2025-12-25,P0024,W005,67,4.0845077304278625,SPIKE
2025-12-25,P0003,W006,28,3.691594893895565,SPIKE
2025-12-25,P0014,W004,67,5.311022709249047,SPIKE
2025-12-25,P0048,W002,149,4.983801561611844,SPIKE
2025-12-25,P0037,W001,72,5.050822706289205,SPIKE
2025-12-25,P0044,W005,19,3.7196328599383435,SPIKE
2025-12-25,P0010,W001,122,3.9685372953366973,SPIKE
2025-12-25,P0004,W006,73,3.246969818049107,SPIKE
2025-12-25,P0037,W005,33,3.19577024339844,SPIKE
2025-12-25,P0006,W002,29,5.212135533813728,SPIKE
2025-12-25,P0043,W006,46,4.762233592242434,SPIKE
2025-12-25,P0043,W004,53,4.133608909505416,SPIKE
2025-12-25,P0020,W004,71,3.464063699628478,SPIKE
2025-12-25,P0043,W003,61,4.352236723248142,SPIKE
2025-12-25,P0043,W001,64,5.283921057629101,SPIKE
2025-12-25,P0042,W006,78,3.4019538967281915,SPIKE
2025-12-25,P0005,W002,16,3.307100633568771,SPIKE
2025-12-25,P0010,W004,85,3.0417593385081334,SPIKE
2025-12-25,P0005,W006,15,3.6026604769895743,SPIKE
2025-12-25,P0041,W006,63,3.534762019728528,SPIKE
2025-12-25,P0039,W004,73,3.4266085672802062,SPIKE
2025-12-25,P0005,W003,24,3.1242421824513786,SPIKE
2025-12-25,P0039,W005,124,5.104787085066435,SPIKE
2025-12-25,P0039,W006,73,3.0090958710900404,SPIKE
2025-12-25,P0041,W003,43,3.085671903738582,SPIKE
2025-12-25,P0040,W001,107,3.9110245934232144,SPIKE
2025-12-25,P0005,W005,15,4.0708019567928595,SPIKE
2025-12-25,P0010,W003,138,4.0426702813992765,SPIKE
2025-12-25,P0005,W004,23,3.9017733185642474,SPIKE
2025-12-25,P0006,W003,27,3.0391462691186177,SPIKE
2025-12-25,P0036,W005,25,3.288287636948848,SPIKE
2025-12-25,P0020,W006,102,3.562143588066008,SPIKE
2025-12-25,P0046,W006,51,5.395342465401449,SPIKE
2025-12-25,P0034,W002,10,5.094722597660003,SPIKE
2025-12-25,P0048,W001,58,3.889829952763841,SPIKE
2025-12-25,P0034,W003,8,4.358454316728299,SPIKE
2025-12-25,P0034,W004,15,3.2290813387300847,SPIKE
2025-12-25,P0010,W006,120,5.422434257257848,SPIKE
2025-12-25,P0004,W001,54,3.7118584911427064,SPIKE
2025-12-25,P0035,W001,15,3.6265803643611907,SPIKE
2025-12-25,P0035,W002,13,4.501946585273212,SPIKE
2025-12-25,P0004,W002,107,3.2741483813109893,SPIKE
2025-12-25,P0017,W004,25,3.0531134036250407,SPIKE
2025-12-25,P0006,W005,26,3.344030544950292,SPIKE
2025-12-25,P0046,W005,68,5.515223205013497,SPIKE
2025-12-25,P0045,W005,119,4.2344143255742415,SPIKE
2025-12-25,P0035,W005,10,3.0295250416561856,SPIKE
2025-12-25,P0021,W001,63,3.2810247671014197,SPIKE
2025-12-25,P0046,W004,31,3.080007727659837,SPIKE
2025-12-25,P0025,W002,44,3.8604325375693933,SPIKE
2025-12-25,P0046,W003,50,4.173289365695651,SPIKE
2025-12-25,P0006,W004,11,3.109126351029525,SPIKE
2025-12-25,P0046,W002,65,3.3601155779449132,SPIKE
2025-12-25,P0017,W006,38,5.080860324236437,SPIKE
2025-12-25,P0004,W004,90,3.2442347482349145,SPIKE
2025-12-25,P0060,W005,63,4.115268990162488,SPIKE
2025-12-25,P0046,W001,33,3.7959494826457525,SPIKE
2025-12-25,P0030,W003,43,4.8669584225686195,SPIKE
2025-12-25,P0022,W002,17,3.7522471184526283,SPIKE
2025-12-25,P0060,W003,62,4.355895912565297,SPIKE
2025-12-25,P0026,W001,7,3.4912864634929774,SPIKE
2025-12-25,P0055,W002,59,3.07788957023662,SPIKE
2025-12-25,P0002,W002,35,3.6661535123538878,SPIKE
2025-12-25,P0013,W005,58,3.2810350711920826,SPIKE
2025-12-25,P0056,W006,38,4.253828575423084,SPIKE
2025-12-25,P0011,W005,20,3.3835095623791553,SPIKE
2025-12-25,P0024,W003,76,3.4510978350484676,SPIKE
2025-12-25,P0026,W002,10,3.1306005919003046,SPIKE
2025-12-25,P0028,W001,22,4.812487894628717,SPIKE
2025-12-25,P0029,W002,73,3.638042325041694,SPIKE
2025-12-25,P0060,W002,65,4.422852391166651,SPIKE
2025-12-25,P0058,W006,85,3.1089955148163657,SPIKE
2025-12-25,P0023,W003,41,3.1363802857018195,SPIKE
2025-12-25,P0059,W003,30,3.3908819672849058,SPIKE
2025-12-25,P0029,W001,71,4.609734135424555,SPIKE
2025-12-25,P0001,W006,26,3.840712429360213,SPIKE
2025-12-25,P0008,W006,80,3.298169702592176,SPIKE
2025-12-25,P0028,W006,16,3.4154027783671452,SPIKE
2025-12-25,P0028,W002,12,4.715696283952259,SPIKE
2025-12-25,P0008,W003,46,4.26035077511169,SPIKE
2025-12-25,P0056,W004,32,3.4086729787238563,SPIKE
2025-12-25,P0059,W001,57,4.301488675220958,SPIKE
2025-12-25,P0059,W002,39,4.671636681782127,SPIKE
2025-12-25,P0028,W003,25,5.803685448558519,SPIKE
2025-12-25,P0008,W002,69,3.2485841748559228,SPIKE
2025-12-25,P0056,W002,50,4.632003822851993,SPIKE
2025-12-25,P0058,W003,56,4.507567900964928,SPIKE
2025-12-25,P0013,W006,42,4.0439436742730805,SPIKE
2025-12-25,P0012,W001,39,4.099502649382764,SPIKE
2025-12-25,P0028,W005,21,3.1284056402710303,SPIKE
2025-12-25,P0009,W003,40,5.071893350789819,SPIKE
2025-12-25,P0028,W004,25,4.690286012795139,SPIKE
2025-12-25,P0023,W001,78,3.300254631669512,SPIKE
2025-12-25,P0029,W003,81,3.93424381732942,SPIKE
2025-12-25,P0054,W002,133,3.932764312195941,SPIKE
2025-12-25,P0057,W004,99,3.0128230281557657,SPIKE
2025-12-25,P0013,W004,127,8.220117113233421,SPIKE
2025-12-25,P0027,W001,20,3.4974678487636015,SPIKE
2025-12-25,P0014,W003,54,5.205659774185928,SPIKE
2025-12-25,P0025,W004,84,3.984915878741223,SPIKE
2025-12-25,P0030,W001,21,4.056841355468484,SPIKE
2025-12-25,P0058,W001,94,3.0019242241088007,SPIKE
2025-12-25,P0057,W003,58,3.1522083899812388,SPIKE
2025-12-25,P0011,W006,41,3.5888180714551012,SPIKE
2025-12-25,P0024,W002,58,5.794567292557189,SPIKE
2025-12-25,P0026,W006,14,3.444630634018793,SPIKE
2025-12-25,P0030,W002,49,4.898397783962117,SPIKE
2025-12-25,P0054,W001,70,3.24213355112009,SPIKE
2025-12-25,P0059,W006,26,4.220035029732986,SPIKE
2025-12-25,P0023,W002,134,4.585717948896331,SPIKE
2025-12-25,P0001,W005,19,3.2561869369682888,SPIKE
2025-12-25,P0012,W005,36,4.110238211373557,SPIKE
2025-12-25,P0029,W004,57,3.525792802896074,SPIKE
2025-12-25,P0025,W003,78,3.2187306279071772,SPIKE
2025-12-25,P0001,W002,49,3.281024767101441,SPIKE
2025-12-25,P0012,W004,28,3.0414719917138404,SPIKE
2025-12-25,P0059,W005,53,3.31922708560897,SPIKE
2025-12-25,P0027,W004,24,3.029487365260792,SPIKE
2025-12-25,P0058,W004,94,4.0058731467325135,SPIKE
2025-12-25,P0054,W005,78,3.4112019440483725,SPIKE
2025-12-25,P0013,W001,45,3.6230539198415226,SPIKE
2025-12-21,P0048,W006,63,3.7038944908611575,SPIKE
2025-12-21,P0031,W003,70,3.159937720949754,SPIKE
2025-12-21,P0015,W002,28,3.7477754455314325,SPIKE
2025-12-21,P0008,W006,73,3.0162365693428037,SPIKE
2025-12-21,P0056,W005,56,3.5752506650885136,SPIKE
2025-12-21,P0010,W006,87,3.200917077774355,SPIKE
2025-12-21,P0017,W001,17,3.1906946547448043,SPIKE
2025-12-20,P0024,W002,42,3.3229193508909662,SPIKE
2025-12-20,P0050,W002,60,3.055233059242994,SPIKE
2025-12-20,P0022,W004,11,3.1279565453395293,SPIKE
2025-12-14,P0048,W003,52,3.897260092558862,SPIKE
2025-12-14,P0021,W005,50,3.312348259059681,SPIKE
2025-12-14,P0044,W002,10,3.0327260181560516,SPIKE
2025-12-14,P0037,W006,23,3.3018981882501355,SPIKE
2025-12-14,P0049,W003,49,3.044239035349926,SPIKE
2025-12-13,P0039,W001,67,3.090210259604519,SPIKE
2025-12-13,P0048,W006,54,3.200761463046128,SPIKE
2025-12-13,P0016,W004,22,3.1706991868251895,SPIKE
2025-12-13,P0050,W002,56,3.004357844898929,SPIKE
2025-12-13,P0038,W004,46,3.099127419810817,SPIKE
2025-12-13,P0047,W005,69,3.9814016287755916,SPIKE
2025-12-07,P0047,W005,61,4.281899904364737,SPIKE
2025-12-07,P0018,W005,35,4.0243221891550744,SPIKE
2025-12-07,P0054,W004,111,3.633291078065366,SPIKE
2025-12-07,P0038,W006,51,3.066576816377969,SPIKE
2025-12-07,P0038,W003,46,3.017655501500921,SPIKE
2025-12-06,P0047,W004,45,3.2580725595611253,SPIKE
2025-12-06,P0018,W004,14,4.109208015576232,SPIKE
2025-12-06,P0038,W002,40,3.202130658799151,SPIKE
2025-12-06,P0018,W002,15,3.005870941275923,SPIKE
2025-12-04,P0018,W001,26,3.2224242096716145,SPIKE
2025-12-04,P0018,W004,12,3.9046336947994913,SPIKE
2025-12-03,P0018,W006,15,3.445024777654621,SPIKE
2025-12-03,P0018,W003,19,3.9147922149361887,SPIKE
2025-11-30,P0051,W002,25,3.150930173399908,SPIKE
2025-11-29,P0017,W001,15,3.136376007447652,SPIKE
2025-11-29,P0056,W005,50,3.6092694672933083,SPIKE
2025-11-29,P0003,W003,12,3.4830581374808793,SPIKE
2025-11-29,P0050,W005,48,3.684984210969789,SPIKE
2025-11-29,P0032,W004,43,3.046198880532536,SPIKE
2025-11-25,P0040,W001,90,3.96436433984574,SPIKE
2025-11-25,P0005,W005,14,4.681653054004129,SPIKE
2025-11-25,P0009,W002,27,5.083221767094513,SPIKE
2025-11-25,P0036,W006,51,4.5790872438088615,SPIKE
2025-11-25,P0024,W004,124,7.363191105256689,SPIKE
2025-11-25,P0025,W005,86,5.762337970309701,SPIKE
2025-11-25,P0006,W003,31,6.178475655919762,SPIKE
2025-11-25,P0026,W004,12,7.208934736276728,SPIKE
2025-11-25,P0020,W003,74,4.26424333873279,SPIKE
2025-11-25,P0036,W005,27,6.218252702059429,SPIKE
2025-11-25,P0010,W002,60,7.068291748133646,SPIKE
2025-11-25,P0008,W005,45,6.7985844520660486,SPIKE
2025-11-25,P0040,W005,82,5.613035973473309,SPIKE
2025-11-25,P0040,W004,72,6.8710611077715145,SPIKE
2025-11-25,P0040,W003,48,4.9020193298600505,SPIKE
2025-11-25,P0019,W004,203,7.4261351262935476,SPIKE
2025-11-25,P0040,W002,48,5.322676929791538,SPIKE
2025-11-25,P0021,W001,71,10.948379195948212,SPIKE
2025-11-25,P0019,W005,109,7.912609753391799,SPIKE
2025-11-25,P0025,W002,43,5.384826926554602,SPIKE
2025-11-25,P0036,W003,37,5.173826313176662,SPIKE
2025-11-25,P0024,W003,72,5.589971370479543,SPIKE
2025-11-25,P0037,W002,74,8.073294261732823,SPIKE
2025-11-25,P0026,W005,12,6.812075605666476,SPIKE
2025-11-25,P0036,W004,62,6.160511070236242,SPIKE
2025-11-25,P0020,W006,98,4.448571008920238,SPIKE
2025-11-25,P0010,W001,106,4.737685052752816,SPIKE
2025-11-25,P0037,W005,36,8.52837012134865,SPIKE
2025-11-25,P0039,W006,84,9.710860752582642,SPIKE
2025-11-25,P0039,W005,115,8.008208470757515,SPIKE
2025-11-25,P0006,W001,19,6.419665935750793,SPIKE
2025-11-25,P0038,W003,48,5.412255688093635,SPIKE
2025-11-25,P0038,W004,46,7.298565272458914,SPIKE
2025-11-25,P0025,W006,47,8.917707531322764,SPIKE
2025-11-25,P0038,W002,44,5.457198938564073,SPIKE
2025-11-25,P0020,W004,69,5.887961288151964,SPIKE
2025-11-25,P0020,W002,62,4.735352247753828,SPIKE
2025-11-25,P0038,W001,34,5.007516251603556,SPIKE
2025-11-25,P0026,W001,7,5.134112048758909,SPIKE
2025-11-25,P0038,W005,56,8.329751834539275,SPIKE
2025-11-25,P0008,W006,75,3.7665246773115277,SPIKE
2025-11-25,P0038,W006,57,5.6038652011174825,SPIKE
2025-11-25,P0037,W006,23,5.4022276481138425,SPIKE
2025-11-25,P0020,W005,101,7.844681351975124,SPIKE
2025-11-25,P0026,W002,10,4.738930418807,SPIKE
2025-11-25,P0006,W002,21,3.7584576927683035,SPIKE
2025-11-25,P0039,W001,75,7.669205752062303,SPIKE
2025-11-25,P0005,W006,15,3.3502999573055616,SPIKE
2025-11-25,P0020,W001,62,6.598045094830756,SPIKE
2025-11-25,P0039,W002,56,6.173524151978206,SPIKE
2025-11-25,P0019,W006,183,7.423340086941845,SPIKE
2025-11-25,P0026,W003,13,3.6584990617212183,SPIKE
2025-11-25,P0039,W003,59,5.474414950612546,SPIKE
2025-11-25,P0037,W004,61,6.724510594711155,SPIKE
2025-11-25,P0024,W006,117,9.028532743470114,SPIKE
2025-11-25,P0037,W003,60,7.466743960533931,SPIKE
2025-11-25,P0039,W004,79,8.9564744408299,SPIKE
2025-11-25,P0036,W002,36,7.444773306916991,SPIKE
2025-11-25,P0030,W003,39,6.279133683781463,SPIKE
2025-11-25,P0036,W001,23,4.930678532429821,SPIKE
2025-11-25,P0028,W006,16,4.452215041149594,SPIKE
2025-11-25,P0007,W004,41,3.8608057805923535,SPIKE
2025-11-25,P0025,W003,85,12.148281110716317,SPIKE
2025-11-25,P0031,W005,107,3.6886874304135335,SPIKE
2025-11-25,P0031,W006,55,4.998430258207194,SPIKE
2025-11-25,P0029,W002,67,4.537233900595746,SPIKE
2025-11-25,P0032,W001,37,7.300267151381718,SPIKE
2025-11-25,P0022,W003,17,5.128744495537017,SPIKE
2025-11-25,P0032,W002,46,4.455157800154281,SPIKE
2025-11-25,P0029,W001,63,7.043780651423592,SPIKE
2025-11-25,P0007,W003,18,3.715963340150197,SPIKE
2025-11-25,P0026,W006,12,3.3628647376985934,SPIKE
2025-11-25,P0009,W005,52,6.026595970315408,SPIKE
2025-11-25,P0008,W002,70,6.382429675312742,SPIKE
2025-11-25,P0032,W003,36,5.897336098275185,SPIKE
2025-11-25,P0032,W004,49,6.315035975120444,SPIKE
2025-11-25,P0009,W001,17,5.620673240170681,SPIKE
2025-11-25,P0025,W004,68,3.345828325811519,SPIKE
2025-11-25,P0028,W005,21,3.362864737698579,SPIKE
2025-11-25,P0023,W004,89,5.298960361158356,SPIKE
2025-11-25,P0022,W002,16,4.868250126447403,SPIKE
2025-11-25,P0023,W003,36,3.144562888373245,SPIKE
2025-11-25,P0022,W004,11,3.811056141034189,SPIKE
2025-11-25,P0031,W004,106,8.904879280484279,SPIKE
2025-11-25,P0029,W003,72,3.8904184083664632,SPIKE
2025-11-25,P0023,W001,70,3.69219719288422,SPIKE
2025-11-25,P0007,W006,21,5.8780230618391,SPIKE
2025-11-25,P0009,W004,40,6.582756107802684,SPIKE
2025-11-25,P0030,W004,17,4.474660595180115,SPIKE
2025-11-25,P0030,W005,20,4.736372884166651,SPIKE
2025-11-25,P0030,W002,39,5.80400486083191,SPIKE
2025-11-25,P0030,W006,40,5.855359703583251,SPIKE
2025-11-25,P0030,W001,17,4.209001459450524,SPIKE
2025-11-25,P0029,W006,86,7.671913305872959,SPIKE
2025-11-25,P0029,W005,105,4.790399247098512,SPIKE
2025-11-25,P0031,W001,125,8.314641337278546,SPIKE
2025-11-25,P0007,W005,36,7.628947803897444,SPIKE
2025-11-25,P0023,W002,109,5.347553775493638,SPIKE
2025-11-25,P0031,W002,106,5.711643506854186,SPIKE
2025-11-25,P0008,W001,41,10.30335117903892,SPIKE
2025-11-25,P0022,W006,14,4.5895767626834125,SPIKE
2025-11-25,P0022,W005,19,7.713949148776952,SPIKE
2025-11-25,P0031,W003,76,5.245659807017692,SPIKE
2025-11-25,P0029,W004,48,4.550606259728626,SPIKE
2025-11-25,P0028,W004,20,4.445812437221131,SPIKE
2025-11-25,P0032,W006,29,5.9033772730383545,SPIKE
2025-11-25,P0007,W002,47,7.465492905317343,SPIKE
2025-11-25,P0006,W006,22,5.773961508697482,SPIKE
2025-11-25,P0034,W005,16,7.524542238013289,SPIKE
2025-11-25,P0034,W006,16,7.399488797000211,SPIKE
2025-11-25,P0027,W004,24,5.112806629022376,SPIKE
2025-11-25,P0035,W001,15,6.741316015060406,SPIKE
2025-11-25,P0027,W003,32,5.000570464604574,SPIKE
2025-11-25,P0021,W004,37,3.719691193876291,SPIKE
2025-11-25,P0035,W002,11,5.770064087683053,SPIKE
2025-11-25,P0021,W003,47,6.88501769766222,SPIKE
2025-11-25,P0008,W004,35,5.02052185093173,SPIKE
2025-11-25,P0024,W001,62,7.3010482731026585,SPIKE
2025-11-25,P0006,W005,27,6.635989738919722,SPIKE
2025-11-25,P0035,W003,18,6.128953301206371,SPIKE
2025-11-25,P0027,W002,30,7.515538793147345,SPIKE
2025-11-25,P0035,W004,18,6.9662214782218514,SPIKE
2025-11-25,P0035,W005,11,7.593666315814783,SPIKE
2025-11-25,P0021,W002,79,7.3264444167711,SPIKE
2025-11-25,P0035,W006,22,7.070306759127543,SPIKE
2025-11-25,P0027,W001,21,5.71182982939784,SPIKE
2025-11-25,P0006,W004,10,3.494356352146754,SPIKE
2025-11-25,P0034,W004,18,10.680979980008123,SPIKE
2025-11-25,P0027,W005,33,6.499748969669511,SPIKE
2025-11-25,P0009,W003,32,4.95044972295135,SPIKE
2025-11-25,P0034,W003,6,5.24802895472225,SPIKE
2025-11-25,P0022,W001,22,8.27546070384492,SPIKE
2025-11-25,P0033,W001,48,8.173778511043452,SPIKE
2025-11-25,P0021,W006,73,9.259175016045457,SPIKE
2025-11-25,P0028,W003,21,3.7649494384489612,SPIKE
2025-11-25,P0033,W002,102,7.100675388986213,SPIKE
2025-11-25,P0023,W005,81,7.454133613779808,SPIKE
2025-11-25,P0008,W003,40,4.9148517335601065,SPIKE
2025-11-25,P0033,W003,80,6.244191298575441,SPIKE
2025-11-25,P0007,W001,16,4.77795657657313,SPIKE
2025-11-25,P0033,W004,80,5.483988406791802,SPIKE
2025-11-25,P0021,W005,47,5.061068193718515,SPIKE
2025-11-25,P0033,W005,111,9.296187984798554,SPIKE
2025-11-25,P0023,W006,102,7.158188079547511,SPIKE
2025-11-25,P0033,W006,82,4.17252832047494,SPIKE
2025-11-25,P0009,W006,25,7.412961191076452,SPIKE
2025-11-25,P0034,W001,23,7.123903424387421,SPIKE
2025-11-25,P0028,W001,18,3.57980232826898,SPIKE
2025-11-25,P0034,W002,8,6.6699617325070735,SPIKE
2025-11-25,P0027,W006,46,6.737861635903903,SPIKE
2025-11-25,P0032,W005,44,3.521077473896285,SPIKE
2025-11-25,P0042,W005,77,3.78849967403423,SPIKE
2025-11-25,P0011,W002,23,8.13241716782284,SPIKE
2025-11-25,P0049,W003,52,5.075718694822895,SPIKE
2025-11-25,P0017,W002,47,5.421428952950846,SPIKE
2025-11-25,P0049,W004,50,5.56946997447965,SPIKE
2025-11-25,P0003,W004,32,6.732965711777666,SPIKE
2025-11-25,P0049,W005,41,4.738217663436477,SPIKE
2025-11-25,P0049,W006,41,7.462080701911171,SPIKE
2025-11-25,P0011,W001,25,8.634041590278693,SPIKE
2025-11-25,P0050,W001,113,4.689743860702019,SPIKE
2025-11-25,P0057,W001,112,6.310708490800922,SPIKE
2025-11-25,P0050,W003,66,5.609750505032755,SPIKE
2025-11-25,P0050,W004,104,5.857455990920269,SPIKE
2025-11-25,P0050,W005,47,4.2543797198642395,SPIKE
2025-11-25,P0016,W006,24,6.134017060273637,SPIKE
2025-11-25,P0050,W006,107,6.781021290484551,SPIKE
2025-11-25,P0051,W001,55,5.213356631028823,SPIKE
2025-11-25,P0016,W005,22,5.064011666885619,SPIKE
2025-11-25,P0056,W006,35,5.093779897233886,SPIKE
2025-11-25,P0003,W002,29,6.943183146639823,SPIKE
2025-11-25,P0001,W006,26,8.145676804957924,SPIKE
2025-11-25,P0051,W004,61,4.735518916148932,SPIKE
2025-11-25,P0051,W005,58,12.279931321480937,SPIKE
2025-11-25,P0051,W006,61,8.347854219069108,SPIKE
2025-11-25,P0013,W005,65,10.696298279486967,SPIKE
2025-11-25,P0049,W002,40,6.362035564597313,SPIKE
2025-11-25,P0047,W002,28,4.364166122634002,SPIKE
2025-11-25,P0049,W001,56,4.093082032878193,SPIKE
2025-11-25,P0010,W006,75,3.068014563015083,SPIKE
2025-11-25,P0047,W004,45,5.246078413841252,SPIKE
2025-11-25,P0055,W004,98,7.227525776344528,SPIKE
2025-11-25,P0011,W006,44,6.704534461538576,SPIKE
2025-11-25,P0047,W005,53,5.225286706958598,SPIKE
2025-11-25,P0057,W006,73,5.676742461858757,SPIKE
2025-11-25,P0047,W006,24,5.02621991141842,SPIKE
2025-11-25,P0048,W001,54,3.7260440810459556,SPIKE
2025-11-25,P0057,W005,48,8.008291143044557,SPIKE
2025-11-25,P0048,W002,109,5.067653189339945,SPIKE
2025-11-25,P0048,W003,49,5.416567835495636,SPIKE
2025-11-25,P0003,W006,24,4.291260837851863,SPIKE
2025-11-25,P0048,W004,84,9.574121117467422,SPIKE
2025-11-25,P0048,W005,90,6.640257402845353,SPIKE
2025-11-25,P0017,W004,26,6.386257193103037,SPIKE
2025-11-25,P0057,W004,95,3.9397625700325865,SPIKE
2025-11-25,P0003,W005,32,5.811570815527382,SPIKE
2025-11-25,P0001,W005,15,3.2302042147677783,SPIKE
2025-11-25,P0057,W003,67,8.966707992020567,SPIKE
2025-11-25,P0017,W003,38,4.722564622087177,SPIKE
2025-11-25,P0057,W002,69,6.899742409140694,SPIKE
2025-11-25,P0003,W001,35,6.333283977014194,SPIKE
2025-11-25,P0052,W001,66,5.747423320763723,SPIKE
2025-11-25,P0052,W002,70,4.6952113474184465,SPIKE
2025-11-25,P0056,W005,46,3.1015680140602937,SPIKE
2025-11-25,P0002,W001,52,6.558044619533375,SPIKE
2025-11-25,P0053,W005,22,3.519233276422756,SPIKE
2025-11-25,P0002,W004,50,8.515268869598877,SPIKE
2025-11-25,P0014,W005,60,6.592132725853368,SPIKE
2025-11-25,P0053,W006,46,5.14332672514054,SPIKE
2025-11-25,P0054,W001,78,9.616088094052278,SPIKE
2025-11-25,P0014,W004,48,4.476374973170989,SPIKE
2025-11-25,P0054,W002,130,5.8133876070039845,SPIKE
2025-11-25,P0054,W003,49,7.144037710734232,SPIKE
2025-11-25,P0054,W004,103,4.047134917869054,SPIKE
2025-11-25,P0002,W003,41,5.827927062027017,SPIKE
2025-11-25,P0055,W006,81,5.8996141094067545,SPIKE
2025-11-25,P0011,W005,18,4.6166773874102836,SPIKE
2025-11-25,P0055,W005,108,5.14230875939954,SPIKE
2025-11-25,P0054,W005,71,3.8760265838519143,SPIKE
2025-11-25,P0054,W006,152,7.626678436145929,SPIKE
2025-11-25,P0055,W001,114,6.43807293496808,SPIKE
2025-11-25,P0055,W002,63,6.724464966588561,SPIKE
2025-11-25,P0002,W002,33,6.877248070942301,SPIKE
2025-11-25,P0014,W003,38,3.82274652865964,SPIKE
2025-11-25,P0014,W002,27,5.3102487532922655,SPIKE
2025-11-25,P0014,W006,27,7.02667214303827,SPIKE
