product_id,warehouse_id,sales_velocity_7d,sales_velocity_30d,demand_volatility_30d,avg_lead_time_days,reliability_score,unit_cost,avg_daily_demand,demand_std,current_stock,safety_stock,reorder_point,eoq,stock_status,stockout_probability,recommended_order_qty,supplier_delay_risk,stockout_risk,overstock_risk,slow_moving,dead_inventory
P0022,W006,10.285714285714286,8.7,0.24364301005082,26,0.87,74.05,8.7,2.119694187442134,662,20.0,246.0,146.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0015,W006,9.428571428571429,8.366666666666667,0.2045845459914633,19,0.98,95.0,8.366666666666667,1.7116907014619098,324,13.0,172.0,127.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0023,W001,56.0,48.1,0.2261902339019409,26,0.87,149.61,48.1,10.879750250683358,176,103.0,1354.0,242.0,REORDER_NEEDED,1.0,242.0,False,False,False,False,False
P0023,W003,29.857142857142858,24.266666666666666,0.3047363151900973,26,0.87,149.61,24.266666666666666,7.394934581946361,304,70.0,701.0,172.0,REORDER_NEEDED,1.0,172.0,False,False,False,False,False
P0027,W003,22.428571428571427,19.866666666666667,0.1882147149926137,26,0.87,103.84,19.866666666666667,3.7391990045199255,256,35.0,552.0,187.0,REORDER_NEEDED,1.0,187.0,False,False,False,False,False
P0027,W004,17.714285714285715,15.066666666666666,0.2408461431822336,26,0.87,103.84,15.066666666666666,3.6287485572789855,698,34.0,426.0,163.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0027,W005,21.857142857142858,19.73333333333333,0.2170210875456271,26,0.87,103.84,19.73333333333333,4.282549460900374,215,41.0,554.0,186.0,REORDER_NEEDED,1.0,186.0,False,False,False,False,False
P0027,W006,25.142857142857142,23.566666666666663,0.1992405983343888,26,0.87,103.84,23.566666666666663,4.695436767413763,305,45.0,658.0,204.0,REORDER_NEEDED,1.0,204.0,False,False,False,False,False
P0028,W001,11.285714285714286,10.5,0.2736934857997296,27,0.92,259.55,10.5,2.8737816008971606,470,27.0,310.0,86.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0028,W002,7.285714285714286,6.433333333333334,0.2635488741306873,27,0.92,259.55,6.433333333333334,1.6954977569074217,194,16.0,190.0,67.0,HEALTHY,0.0106,0.0,False,False,False,False,False
P0028,W003,14.142857142857142,11.866666666666667,0.2530348984180299,27,0.92,259.55,11.866666666666667,3.002680794560621,495,28.0,348.0,91.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0028,W004,13.285714285714286,11.366666666666667,0.3197042165182875,27,0.92,259.55,11.366666666666667,3.6339712610912014,228,34.0,341.0,89.0,REORDER_NEEDED,1.0,89.0,False,False,False,False,False
P0027,W002,17.142857142857142,14.766666666666667,0.2204686857459821,26,0.87,103.84,14.766666666666667,3.2555875928490026,181,31.0,415.0,161.0,REORDER_NEEDED,1.0,161.0,False,False,False,False,False
P0028,W005,14.142857142857142,12.1,0.2449233005076216,27,0.92,259.55,12.1,2.963571936142221,1125,27.0,354.0,92.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0029,W001,41.71428571428572,32.9,0.3037783807081197,27,0.92,298.25,32.9,9.994308725297138,277,92.0,980.0,142.0,REORDER_NEEDED,1.0,142.0,False,False,False,False,False
P0029,W002,42.42857142857143,39.766666666666666,0.268386213496058,27,0.92,298.25,39.766666666666666,10.672825090026574,93,99.0,1173.0,156.0,CRITICAL_STOCKOUT_RISK,1.0,156.0,False,True,False,False,False
P0029,W003,51.0,46.43333333333333,0.2083173211227878,27,0.92,298.25,46.43333333333333,9.672867610801449,653,89.0,1343.0,169.0,REORDER_NEEDED,1.0,169.0,False,False,False,False,False
P0029,W004,37.285714285714285,33.06666666666667,0.2324872282035372,27,0.92,298.25,33.06666666666667,7.687577679263631,328,71.0,964.0,142.0,REORDER_NEEDED,1.0,142.0,False,False,False,False,False
P0029,W005,70.14285714285714,61.43333333333333,0.2622169449866187,27,0.92,298.25,61.43333333333333,16.108860987011273,1210,149.0,1808.0,194.0,REORDER_NEEDED,1.0,194.0,False,False,False,False,False
P0029,W006,43.285714285714285,40.333333333333336,0.2221726262472287,27,0.92,298.25,40.333333333333336,8.960962591971558,443,83.0,1172.0,157.0,REORDER_NEEDED,1.0,157.0,False,False,False,False,False
P0030,W001,12.428571428571429,11.266666666666667,0.2477032055083219,3,0.69,27.99,11.266666666666667,2.790789448727093,252,10.0,44.0,271.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0030,W002,30.285714285714285,25.0,0.2538530663796358,3,0.69,27.99,25.0,6.346326659490894,1052,24.0,99.0,404.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0028,W006,10.428571428571429,8.733333333333333,0.2460125083878196,27,0.92,259.55,8.733333333333333,2.148509239920291,489,20.0,256.0,78.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0027,W001,12.571428571428571,10.766666666666667,0.2435263767633689,26,0.87,103.84,10.766666666666667,2.621967323152272,510,25.0,305.0,138.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0026,W006,9.571428571428571,8.2,0.2529848075427526,28,0.98,393.66,8.2,2.074475421850571,98,18.0,248.0,62.0,REORDER_NEEDED,1.0,62.0,False,False,False,False,False
P0026,W005,7.142857142857143,6.266666666666667,0.1564252716553895,28,0.98,393.66,6.266666666666667,0.9802650357071075,980,9.0,184.0,54.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0023,W004,60.42857142857143,53.23333333333333,0.2815270329456384,26,0.87,149.61,53.23333333333333,14.986622387139484,365,142.0,1526.0,255.0,REORDER_NEEDED,1.0,255.0,False,False,False,False,False
P0023,W005,47.0,41.06666666666667,0.2142908031802164,26,0.87,149.61,41.06666666666667,8.80020898393422,1855,83.0,1151.0,224.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0023,W006,61.0,52.16666666666666,0.2517601524066254,26,0.87,149.61,52.16666666666666,13.133487950545623,645,124.0,1480.0,252.0,REORDER_NEEDED,1.0,252.0,False,False,False,False,False
P0024,W001,33.0,28.266666666666666,0.2134670966399346,26,0.87,186.35,28.266666666666666,6.034003265022151,427,57.0,792.0,166.0,REORDER_NEEDED,1.0,166.0,False,False,False,False,False
P0024,W002,36.85714285714285,29.933333333333334,0.2568233077704974,26,0.87,186.35,29.933333333333334,7.687577679263555,475,73.0,851.0,171.0,REORDER_NEEDED,1.0,171.0,False,False,False,False,False
P0024,W003,50.285714285714285,42.2,0.2458224363971015,26,0.87,186.35,42.2,10.373706815957684,522,98.0,1195.0,203.0,REORDER_NEEDED,1.0,203.0,False,False,False,False,False
P0024,W004,66.57142857142857,59.4,0.2748056342009959,26,0.87,186.35,59.4,16.323454671539157,413,155.0,1699.0,241.0,REORDER_NEEDED,1.0,241.0,False,False,False,False,False
P0024,W005,46.285714285714285,39.3,0.2427004264352739,26,0.87,186.35,39.3,9.538126758906264,369,90.0,1112.0,196.0,REORDER_NEEDED,1.0,196.0,False,False,False,False,False
P0024,W006,51.142857142857146,51.23333333333333,0.2078760863465957,26,0.87,186.35,51.23333333333333,10.65018482382392,687,101.0,1433.0,224.0,REORDER_NEEDED,1.0,224.0,False,False,False,False,False
P0025,W001,22.285714285714285,19.966666666666665,0.2295050224036296,9,0.79,230.75,19.966666666666665,4.582450280659137,45,27.0,207.0,126.0,REORDER_NEEDED,1.0,126.0,False,False,False,False,False
P0025,W002,30.0,24.966666666666665,0.2172233303912312,9,0.79,230.75,24.966666666666665,5.423342482101072,775,32.0,257.0,141.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0025,W003,47.42857142857143,41.53333333333333,0.2501947025620293,9,0.79,230.75,41.53333333333333,10.39141997974295,102,62.0,436.0,181.0,REORDER_NEEDED,1.0,181.0,False,False,False,False,False
P0025,W004,54.71428571428572,47.86666666666667,0.2252564580594571,9,0.79,230.75,47.86666666666667,10.782275792446011,336,64.0,495.0,195.0,REORDER_NEEDED,0.9983,195.0,False,False,False,False,False
P0025,W005,56.285714285714285,49.93333333333333,0.2018445304881168,9,0.79,230.75,49.93333333333333,10.078770222373295,409,60.0,509.0,199.0,REORDER_NEEDED,0.9092,199.0,False,False,False,False,False
P0025,W006,23.857142857142858,19.866666666666667,0.2195005583853309,9,0.79,230.75,19.866666666666667,4.360744426588574,497,26.0,205.0,125.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0026,W001,4.285714285714286,3.7666666666666666,0.2671598181224173,28,0.98,393.66,3.7666666666666666,1.0063019815944385,212,9.0,114.0,42.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0026,W002,6.571428571428571,5.766666666666667,0.2307899242647295,28,0.98,393.66,5.766666666666667,1.33088856325994,871,12.0,173.0,52.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0026,W003,8.571428571428571,8.033333333333333,0.1713779382027185,28,0.98,393.66,8.033333333333333,1.3767361035618384,329,12.0,237.0,61.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0026,W004,6.428571428571429,5.933333333333334,0.2297006924026051,28,0.98,393.66,5.933333333333334,1.3628907749221235,132,12.0,178.0,52.0,REORDER_NEEDED,1.0,52.0,False,False,False,False,False
P0023,W002,78.28571428571429,65.2,0.2814971579160199,26,0.87,149.61,65.2,18.3536146961245,418,174.0,1869.0,282.0,REORDER_NEEDED,1.0,282.0,False,False,False,False,False
P0030,W003,22.285714285714285,17.333333333333332,0.3432682555767092,3,0.69,27.99,17.333333333333332,5.949983096662959,398,22.0,74.0,336.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0015,W005,9.428571428571429,9.1,0.243765138034753,19,0.98,95.0,9.1,2.218262756116252,1292,16.0,189.0,132.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0015,W003,20.857142857142858,18.633333333333333,0.2239452232177665,19,0.98,95.0,18.633333333333333,4.172845992624382,394,31.0,385.0,189.0,HEALTHY,0.014,0.0,False,False,False,False,False
P0004,W006,48.285714285714285,41.06666666666667,0.2503733958418302,27,0.92,301.34,41.06666666666667,10.282000789237827,577,95.0,1204.0,158.0,REORDER_NEEDED,1.0,158.0,False,False,False,False,False
P0005,W001,6.428571428571429,5.266666666666667,0.2989020679520516,29,0.73,82.23,5.266666666666667,1.574217557880805,193,18.0,171.0,108.0,HEALTHY,0.0,0.0,True,False,False,False,False
P0005,W002,9.714285714285714,8.633333333333333,0.2625228084491635,29,0.73,82.23,8.633333333333333,2.2664469129444447,434,25.0,275.0,138.0,HEALTHY,0.0,0.0,True,False,False,False,False
P0005,W003,16.285714285714285,13.433333333333334,0.2783179561701803,29,0.73,82.23,13.433333333333334,3.7387378778860887,640,42.0,432.0,173.0,HEALTHY,0.0,0.0,True,False,False,False,False
P0005,W004,16.0,13.766666666666667,0.2318210908134905,29,0.73,82.23,13.766666666666667,3.191403683532386,118,36.0,435.0,175.0,REORDER_NEEDED,1.0,175.0,True,False,False,False,False
P0005,W005,8.428571428571429,7.233333333333333,0.2919938577557436,29,0.73,82.23,7.233333333333333,2.1120889044332123,723,24.0,234.0,127.0,OVERSTOCK,0.0,0.0,True,False,True,False,False
P0005,W006,10.428571428571429,8.633333333333333,0.2139769353558473,29,0.73,82.23,8.633333333333333,1.8473342085721485,234,21.0,271.0,138.0,REORDER_NEEDED,0.95,138.0,True,False,False,False,False
P0006,W001,12.285714285714286,10.033333333333331,0.2118049703017872,9,0.79,82.22,10.033333333333331,2.1251098686945977,654,13.0,103.0,149.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0004,W005,69.71428571428571,63.93333333333333,0.2250552624087054,27,0.92,301.34,63.93333333333333,14.388533109996564,1802,133.0,1859.0,197.0,REORDER_NEEDED,0.1553,197.0,False,False,False,False,False
P0006,W002,16.142857142857142,13.9,0.2892235667206164,9,0.79,82.22,13.9,4.020207577416568,652,24.0,149.0,176.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0006,W004,8.142857142857142,7.166666666666667,0.2348722078688891,9,0.79,82.22,7.166666666666667,1.683250823060372,173,10.0,74.0,126.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0006,W005,18.428571428571427,15.133333333333333,0.2589846409311354,9,0.79,82.22,15.133333333333333,3.919300899424515,344,23.0,159.0,183.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0006,W006,12.285714285714286,11.2,0.2441252029347888,9,0.79,82.22,11.2,2.7342022728696342,515,16.0,117.0,158.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0007,W001,12.571428571428571,10.1,0.2457773761571545,26,0.87,33.75,10.1,2.4823514991872604,282,24.0,287.0,234.0,REORDER_NEEDED,0.0627,234.0,False,False,False,False,False
P0007,W002,28.285714285714285,25.766666666666666,0.2845881975582895,26,0.87,33.75,25.766666666666666,7.332889223751926,645,69.0,739.0,373.0,REORDER_NEEDED,0.7476,373.0,False,False,False,False,False
P0007,W003,12.428571428571429,11.066666666666666,0.2108285352960235,26,0.87,33.75,11.066666666666666,2.33316912394266,748,22.0,310.0,245.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0007,W004,30.428571428571427,25.433333333333334,0.2383127455022279,26,0.87,33.75,25.433333333333334,6.061087493939996,531,57.0,718.0,371.0,REORDER_NEEDED,1.0,371.0,False,False,False,False,False
P0007,W005,17.857142857142858,16.933333333333334,0.2263056348381867,26,0.87,33.75,16.933333333333334,3.832108749926628,564,36.0,476.0,303.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0006,W003,18.142857142857142,14.866666666666667,0.249022020973497,9,0.79,82.22,14.866666666666667,3.702127378472656,735,22.0,156.0,182.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0004,W004,59.85714285714285,49.63333333333333,0.2411053130384416,27,0.92,301.34,49.63333333333333,11.96686037047465,130,110.0,1450.0,173.0,REORDER_NEEDED,1.0,173.0,False,False,False,False,False
P0004,W003,51.71428571428572,47.3,0.2062614198639287,27,0.92,301.34,47.3,9.756165159563828,363,90.0,1367.0,169.0,REORDER_NEEDED,1.0,169.0,False,False,False,False,False
P0004,W002,71.14285714285714,60.4,0.2153678843170931,27,0.92,301.34,60.4,13.008220212752423,323,120.0,1751.0,191.0,REORDER_NEEDED,1.0,191.0,False,False,False,False,False
P0001,W001,12.857142857142858,10.933333333333334,0.2831174497784167,28,0.98,190.4,10.933333333333334,3.095417450910689,404,27.0,333.0,102.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0001,W002,28.857142857142858,26.366666666666667,0.2713964263994486,28,0.98,190.4,26.366666666666667,7.155819109398795,95,64.0,802.0,159.0,REORDER_NEEDED,1.0,159.0,False,False,False,False,False
P0001,W003,14.571428571428571,13.266666666666667,0.2455955641355988,28,0.98,190.4,13.266666666666667,3.2582344841989443,175,29.0,400.0,113.0,REORDER_NEEDED,1.0,113.0,False,False,False,False,False
P0001,W004,24.0,23.266666666666666,0.196451506151306,28,0.98,190.4,23.266666666666666,4.570771709787053,358,41.0,692.0,149.0,REORDER_NEEDED,1.0,149.0,False,False,False,False,False
P0001,W005,13.714285714285714,11.666666666666666,0.2220751722396343,28,0.98,190.4,11.666666666666666,2.5908770094624,731,23.0,350.0,106.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0001,W006,14.285714285714286,13.033333333333331,0.2536601790751545,28,0.98,190.4,13.033333333333331,3.306037667279513,442,29.0,394.0,112.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0002,W001,29.428571428571427,28.03333333333333,0.2341001456236934,28,0.98,475.6,28.03333333333333,6.562607415650872,98,58.0,843.0,104.0,REORDER_NEEDED,1.0,104.0,False,False,False,False,False
P0002,W002,20.0,17.4,0.3113633994671115,28,0.98,475.6,17.4,5.417723150727739,396,48.0,535.0,82.0,REORDER_NEEDED,0.9993,82.0,False,False,False,False,False
P0002,W003,24.571428571428573,23.83333333333333,0.1998868185248583,28,0.98,475.6,23.83333333333333,4.763969174842455,540,42.0,709.0,96.0,REORDER_NEEDED,1.0,96.0,False,False,False,False,False
P0002,W004,30.285714285714285,25.433333333333334,0.2925397179974135,28,0.98,475.6,25.433333333333334,7.440260161067551,45,66.0,778.0,99.0,CRITICAL_STOCKOUT_RISK,1.0,99.0,False,True,False,False,False
P0002,W005,27.714285714285715,23.9,0.2065478343463848,28,0.98,475.6,23.9,4.936493240878597,466,44.0,713.0,96.0,REORDER_NEEDED,1.0,96.0,False,False,False,False,False
P0002,W006,28.571428571428573,24.966666666666665,0.2374217089429115,28,0.98,475.6,24.966666666666665,5.927628666608023,1097,53.0,752.0,98.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0003,W001,19.428571428571427,18.0,0.2241297440951656,28,0.98,367.34,18.0,4.034335393712981,376,36.0,540.0,95.0,REORDER_NEEDED,1.0,95.0,False,False,False,False,False
P0003,W002,18.0,16.266666666666666,0.1789996824085167,28,0.98,367.34,16.266666666666666,2.911728167178538,248,26.0,481.0,90.0,REORDER_NEEDED,1.0,90.0,False,False,False,False,False
P0003,W003,10.0,8.433333333333334,0.2238679850453895,28,0.98,367.34,8.433333333333334,1.8879533405494515,819,17.0,253.0,65.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0003,W004,18.428571428571427,16.066666666666666,0.2675491582346075,28,0.98,367.34,16.066666666666666,4.298623142302694,278,38.0,488.0,89.0,REORDER_NEEDED,1.0,89.0,False,False,False,False,False
P0003,W005,17.714285714285715,16.8,0.2234843740902401,28,0.98,367.34,16.8,3.754537484716034,1660,33.0,503.0,91.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0003,W006,19.0,16.1,0.2376929252718819,28,0.98,367.34,16.1,3.826856096877299,454,34.0,485.0,89.0,REORDER_NEEDED,0.4372,89.0,False,False,False,False,False
P0004,W001,37.42857142857143,31.133333333333333,0.2676378926442196,27,0.92,301.34,31.133333333333333,8.332459724323371,146,77.0,918.0,137.0,REORDER_NEEDED,1.0,137.0,False,False,False,False,False
P0007,W006,11.428571428571429,9.433333333333334,0.2621632560695364,26,0.87,33.75,9.433333333333334,2.47307338225596,1056,23.0,268.0,226.0,OVERSTOCK,0.0,0.0,False,False,True,False,False
P0015,W004,26.142857142857142,22.466666666666665,0.2391917103371492,19,0.98,95.0,22.466666666666665,5.373840425574619,68,39.0,466.0,208.0,REORDER_NEEDED,1.0,208.0,False,False,False,False,False
P0008,W001,21.285714285714285,18.8,0.2124906509384218,26,0.87,433.76,18.8,3.9948242376423297,112,38.0,527.0,89.0,REORDER_NEEDED,1.0,89.0,False,False,False,False,False
P0008,W003,29.428571428571427,25.266666666666666,0.2337839514437113,26,0.87,433.76,25.266666666666666,5.906941173144439,195,56.0,713.0,103.0,REORDER_NEEDED,1.0,103.0,False,False,False,False,False
P0012,W003,17.142857142857142,15.366666666666667,0.2479391937590488,11,0.72,485.11,15.366666666666667,3.809998944097383,252,27.0,196.0,76.0,HEALTHY,0.0,0.0,False,False,False,False,False
P0012,W004,19.714285714285715,17.233333333333334,0.2169480393357489,11,0.72,485.11,17.233333333333334,3.738737877886073,121,26.0,216.0,81.0,REORDER_NEEDED,1.0,81.0,False,False,False,False,False
P0012,W005,20.142857142857142,17.0,0.2776312437480164,11,0.72,485.11,17.0,4.719731143716279,112,33.0,220.0,80.0,REORDER_NEEDED,1.0,80.0,False,False,False,False,False
