product_id,warehouse_id,current_stock,holiday_daily_demand,stock_after_holiday,will_stock_out
P0013,W005,348,65.34,21.299999999999955,False
P0014,W001,210,46.64,-23.19999999999999,True
P0014,W002,406,34.61333333333334,232.9333333333333,False
P0014,W003,411,57.71333333333333,122.43333333333334,False
P0014,W004,750,68.12666666666667,409.3666666666667,False
P0014,W005,690,74.21333333333334,318.9333333333333,False
P0014,W006,286,33.22,119.9,False
P0015,W001,427,18.26,335.7,False
P0015,W002,2331,37.18,2145.1,False
P0013,W006,108,50.30666666666667,-143.53333333333336,True
P0012,W001,328,43.04666666666666,112.76666666666671,False
P0011,W006,979,49.06,733.7,False
P0011,W005,607,23.760000000000005,488.2,False
P0008,W004,262,47.96000000000001,22.19999999999996,False
P0008,W005,1849,52.36000000000001,1587.2,False
P0008,W006,910,100.39333333333335,408.0333333333333,False
P0009,W001,50,22.293333333333333,-61.46666666666667,True
P0009,W002,1213,32.413333333333334,1050.9333333333334,False
P0009,W003,163,44.29333333333334,-58.4666666666667,True
P0009,W004,194,50.086666666666666,-56.43333333333334,True
P0009,W005,744,58.446666666666665,451.76666666666665,False
P0009,W006,873,28.233333333333338,731.8333333333333,False
P0010,W001,416,137.79333333333335,-272.9666666666667,True
P0010,W002,265,66.29333333333334,-66.4666666666667,True
P0010,W003,659,145.7866666666667,-69.9333333333334,True
P0010,W004,337,97.02000000000001,-148.10000000000002,True
P0010,W005,1448,125.25333333333333,821.7333333333333,False
P0010,W006,199,134.1266666666667,-471.63333333333344,True
P0011,W001,360,26.546666666666667,227.26666666666665,False
P0011,W002,223,24.78666666666667,99.06666666666666,False
P0011,W003,138,55.95333333333334,-141.7666666666667,True
P0011,W004,148,24.42,25.89999999999999,False
P0008,W002,418,88.80666666666667,-26.03333333333336,True
P0060,W005,656,74.06666666666666,285.6666666666667,False
P0030,W004,162,23.026666666666674,46.86666666666663,False
P0031,W001,357,121.95333333333333,-252.76666666666665,True
P0050,W001,235,157.2266666666667,-551.1333333333334,True
P0050,W002,395,89.02666666666669,-50.13333333333344,True
P0050,W003,369,89.61333333333333,-79.06666666666666,True
P0050,W004,912,120.41333333333333,309.9333333333334,False
P0050,W005,467,74.87333333333333,92.63333333333333,False
P0050,W006,136,119.24000000000001,-460.20000000000005,True
P0051,W001,335,66.66000000000001,1.6999999999999318,False
P0051,W002,591,40.33333333333333,389.33333333333337,False
P0049,W006,908,45.980000000000004,678.0999999999999,False
P0051,W003,637,103.25333333333333,120.73333333333335,False
P0051,W005,229,57.05333333333334,-56.26666666666671,True
P0051,W006,45,64.02000000000001,-275.1,True
P0052,W001,461,81.32666666666668,54.36666666666656,False
P0052,W002,560,87.63333333333334,121.83333333333331,False
P0052,W003,457,76.78,73.10000000000002,False
P0052,W004,531,102.08,20.600000000000023,False
P0052,W005,1423,45.026666666666664,1197.8666666666668,False
P0052,W006,112,103.62,-406.1,True
P0051,W004,469,95.84666666666668,-10.233333333333405,True
P0049,W005,524,56.68666666666667,240.56666666666666,False
P0049,W004,560,54.120000000000005,289.4,False
P0049,W003,301,67.83333333333333,-38.16666666666663,True
P0046,W002,568,76.26666666666667,186.66666666666669,False
P0046,W003,371,62.626666666666665,57.866666666666674,False
P0046,W004,389,38.06,198.7,False
P0046,W005,380,65.48666666666666,52.56666666666666,False
P0046,W006,287,50.89333333333334,32.5333333333333,False
P0047,W001,233,51.99333333333334,-26.966666666666697,True
P0047,W002,813,49.64666666666666,564.7666666666667,False
P0047,W003,248,35.27333333333334,71.6333333333333,False
P0047,W004,140,66.95333333333333,-194.76666666666665,True
P0047,W005,227,82.42666666666668,-185.13333333333338,True
P0047,W006,675,33.733333333333334,506.3333333333333,False
P0048,W001,259,75.16666666666667,-116.83333333333337,True
P0048,W002,326,151.58,-431.9000000000001,True
P0048,W003,1082,73.40666666666668,714.9666666666666,False
P0048,W004,116,79.78666666666668,-282.9333333333334,True
P0048,W005,50,117.11333333333333,-535.5666666666666,True
P0048,W006,447,85.28666666666668,20.566666666666606,False
P0049,W001,464,79.34666666666668,67.2666666666666,False
P0049,W002,1302,49.28,1055.6,False
P0053,W001,108,40.77333333333333,-95.86666666666667,True
P0046,W001,308,41.28666666666667,101.56666666666666,False
P0053,W002,69,29.993333333333336,-80.96666666666667,True
P0053,W004,87,27.280000000000005,-49.400000000000034,True
P0057,W004,865,129.21333333333334,218.93333333333328,False
P0057,W005,878,52.946666666666665,613.2666666666667,False
P0057,W006,88,91.66666666666666,-370.33333333333326,True
P0058,W001,949,128.26,307.70000000000005,False
P0058,W002,1373,123.93333333333335,753.3333333333333,False
P0058,W003,34,68.86000000000001,-310.30000000000007,True
P0058,W004,271,104.72000000000001,-252.60000000000002,True
P0058,W005,365,92.98666666666668,-99.9333333333334,True
P0057,W003,470,61.89333333333334,160.5333333333333,False
P0058,W006,153,109.63333333333335,-395.16666666666674,True
P0059,W002,108,48.76666666666667,-135.83333333333337,True
P0059,W003,183,35.78666666666667,4.066666666666663,False
P0059,W004,265,43.92666666666667,45.366666666666646,False
P0059,W005,511,69.59333333333333,163.0333333333333,False
P0059,W006,260,30.286666666666672,108.56666666666663,False
P0060,W001,423,58.373333333333335,131.13333333333333,False
P0060,W002,206,68.12666666666667,-134.63333333333333,True
P0060,W003,307,68.71333333333334,-36.56666666666672,True
P0059,W001,197,59.10666666666667,-98.53333333333336,True
P0057,W002,247,70.47333333333333,-105.36666666666667,True
P0057,W001,702,137.13333333333335,16.333333333333258,False
P0056,W006,475,42.38666666666667,263.06666666666666,False
P0053,W005,2119,25.3,1992.5,False
P0053,W006,482,47.006666666666675,246.96666666666664,False
P0054,W001,222,87.85333333333334,-217.2666666666667,True
P0054,W002,1014,163.31333333333336,197.43333333333317,False
P0054,W003,698,55.95333333333334,418.2333333333333,False
P0054,W004,469,146.74,-264.70000000000005,True
P0054,W005,117,96.50666666666667,-365.53333333333336,True
P0054,W006,806,146.00666666666666,75.9666666666667,False
P0055,W001,457,127.01333333333334,-178.06666666666672,True
P0055,W002,151,73.84666666666668,-218.2333333333334,True
P0055,W003,647,76.26666666666667,265.6666666666667,False
P0055,W004,522,112.56666666666665,-40.83333333333326,True
P0055,W005,547,130.38666666666668,-104.9333333333334,True
P0055,W006,1144,93.94000000000001,674.3,False
P0056,W001,616,61.30666666666667,309.46666666666664,False
P0056,W002,736,51.626666666666665,477.8666666666667,False
P0056,W003,69,32.120000000000005,-91.60000000000002,True
P0056,W004,165,39.6,-33.0,True
P0056,W005,1777,78.83333333333334,1382.8333333333333,False
P0053,W003,213,22.953333333333337,98.23333333333332,False
P0030,W005,789,27.94,649.3,False
P0045,W006,348,111.39333333333335,-208.9666666666667,True
P0045,W004,596,96.21333333333332,114.9333333333334,False
P0035,W001,82,17.16,-3.799999999999997,True
P0035,W002,552,13.713333333333335,483.43333333333334,False
P0035,W003,516,19.580000000000002,418.1,False
P0035,W004,161,20.680000000000003,57.59999999999998,False
P0035,W005,468,11.880000000000003,408.59999999999997,False
P0035,W006,265,26.62,131.9,False
P0036,W001,386,29.113333333333333,240.43333333333334,False
P0036,W002,174,38.06,-16.30000000000001,True
P0034,W006,468,17.6,380.0,False
P0036,W003,222,45.54,-5.699999999999989,True
P0036,W005,1686,30.066666666666666,1535.6666666666667,False
P0036,W006,482,67.61333333333333,143.93333333333334,False
P0037,W001,127,82.35333333333334,-284.7666666666667,True
P0037,W002,530,81.10666666666667,124.46666666666664,False
P0037,W003,292,63.506666666666675,-25.53333333333336,True
P0037,W004,105,76.04666666666668,-275.2333333333334,True
P0037,W005,419,43.34,202.29999999999998,False
P0037,W006,379,31.38666666666667,222.06666666666666,False
P0036,W004,757,72.08666666666667,396.5666666666666,False
P0034,W005,285,17.30666666666667,198.46666666666664,False
P0034,W004,179,15.400000000000002,101.99999999999999,False
P0034,W003,426,8.506666666666666,383.4666666666667,False
P0031,W002,244,129.36,-402.80000000000007,True
P0031,W003,71,96.43333333333335,-411.16666666666674,True
P0031,W004,40,95.26,-436.3,True
P0031,W005,590,138.96666666666667,-104.83333333333337,True
P0031,W006,1044,77.80666666666667,654.9666666666667,False
P0032,W001,139,43.26666666666667,-77.33333333333337,True
P0032,W002,205,61.89333333333334,-104.4666666666667,True
P0032,W003,194,40.18666666666667,-6.933333333333337,True
P0032,W004,45,65.56,-282.8,True
P0032,W005,628,67.54,290.29999999999995,False
P0032,W006,223,33.88,53.599999999999994,False
P0033,W001,149,57.49333333333334,-138.4666666666667,True
P0033,W002,43,106.04000000000002,-487.20000000000005,True
P0033,W003,385,95.18666666666667,-90.93333333333334,True
P0033,W004,534,107.28666666666668,-2.433333333333394,True
P0033,W005,452,99.80666666666667,-47.03333333333336,True
P0033,W006,570,124.00666666666667,-50.03333333333342,True
P0034,W001,431,24.78666666666667,307.06666666666666,False
P0034,W002,1200,9.973333333333334,1150.1333333333332,False
P0038,W001,580,45.83333333333333,350.83333333333337,False
P0045,W005,311,129.8,-338.0,True
P0038,W002,283,60.79333333333334,-20.966666666666697,True
P0038,W004,307,57.64,18.80000000000001,False
P0042,W004,229,78.39333333333335,-162.9666666666667,True
P0042,W005,949,74.80000000000001,575.0,False
P0042,W006,726,93.72000000000001,257.3999999999999,False
P0043,W001,349,67.02666666666667,13.866666666666674,False
P0043,W002,1027,89.46666666666665,579.6666666666667,False
P0043,W003,182,72.45333333333333,-180.26666666666665,True
P0043,W004,108,64.38666666666667,-213.93333333333334,True
P0043,W005,1461,60.28,1159.6,False
P0042,W003,673,63.28666666666667,356.56666666666666,False
P0043,W006,485,44.440000000000005,262.79999999999995,False
P0044,W002,537,13.566666666666668,469.16666666666663,False
P0044,W003,434,18.993333333333332,339.0333333333333,False
P0044,W004,864,14.886666666666668,789.5666666666666,False
P0044,W005,937,22.80666666666667,822.9666666666667,False
P0044,W006,873,14.373333333333335,801.1333333333333,False
P0045,W001,479,124.00666666666667,-141.03333333333342,True
P0045,W002,1005,59.620000000000005,706.9,False
P0045,W003,370,55.440000000000005,92.79999999999995,False
P0044,W001,581,21.34,474.3,False
P0042,W002,691,66.73333333333333,357.3333333333333,False
P0042,W001,71,41.36000000000001,-135.80000000000004,True
P0041,W006,558,78.17333333333333,167.13333333333333,False
P0038,W005,1526,63.873333333333335,1206.6333333333332,False
P0038,W006,39,77.29333333333334,-347.4666666666667,True
P0039,W001,356,98.04666666666668,-134.2333333333334,True
P0039,W002,373,72.30666666666667,11.46666666666664,False
P0039,W003,265,72.23333333333335,-96.16666666666674,True
P0039,W004,312,78.83333333333334,-82.16666666666674,True
P0039,W005,202,116.67333333333333,-381.3666666666667,True
P0039,W006,917,80.74000000000001,513.3,False
P0040,W001,67,135.0066666666667,-608.0333333333334,True
P0040,W002,530,53.24,263.8,False
P0040,W003,630,55.88,350.59999999999997,False
P0040,W004,287,76.92666666666668,-97.63333333333338,True
P0040,W005,627,98.41333333333333,134.9333333333334,False
P0040,W006,210,112.34666666666668,-351.73333333333335,True
P0041,W001,275,83.23333333333335,-141.16666666666674,True
P0041,W002,723,76.26666666666667,341.6666666666667,False
P0041,W003,769,52.36000000000001,507.2,False
P0041,W004,470,41.873333333333335,260.6333333333333,False
P0041,W005,801,56.90666666666667,516.4666666666667,False
P0038,W003,545,68.78666666666668,201.0666666666666,False
P0060,W006,529,112.2,-32.0,True
