product_id,warehouse_id,delayed_lead_time,stock_coverage_days,delay_exceeds_coverage
P0026,W005,33.0,156.38297872340425,False
P0023,W004,31.0,6.85660613650595,True
P0023,W005,31.0,45.17045454545454,False
P0023,W006,31.0,12.364217252396168,True
P0024,W001,31.0,15.106132075471699,True
P0024,W002,31.0,15.868596881959911,True
P0024,W003,31.0,12.369668246445498,True
P0024,W004,31.0,6.952861952861953,True
P0024,W005,31.0,9.389312977099237,True
P0024,W006,31.0,13.409238776837999,True
P0025,W001,14.0,2.253756260434057,True
P0025,W002,14.0,31.041388518024036,False
P0025,W003,14.0,2.4558587479935796,True
P0025,W004,14.0,7.0194986072423395,True
P0025,W005,14.0,8.190921228304406,True
P0025,W006,14.0,25.016778523489933,False
P0026,W001,33.0,56.283185840707965,False
P0026,W002,33.0,151.04046242774567,False
P0026,W003,33.0,40.95435684647303,False
P0026,W004,33.0,22.247191011235955,True
P0023,W002,31.0,6.411042944785276,True
P0030,W003,8.0,22.961538461538463,False
P0015,W005,24.0,141.97802197802199,False
P0015,W003,24.0,21.14490161001789,True
P0004,W006,32.0,14.050324675324674,True
P0005,W001,34.0,36.64556962025316,False
P0005,W002,34.0,50.270270270270274,False
P0005,W003,34.0,47.64267990074442,False
P0005,W004,34.0,8.571428571428571,True
P0005,W005,34.0,99.95391705069125,False
P0005,W006,34.0,27.104247104247104,True
P0006,W001,14.0,65.18272425249171,False
P0004,W005,32.0,28.18561001042753,True
P0006,W002,14.0,46.906474820143885,False
P0006,W004,14.0,24.13953488372093,False
P0006,W005,14.0,22.73127753303965,False
P0006,W006,14.0,45.98214285714286,False
P0007,W001,31.0,27.92079207920792,True
P0007,W002,31.0,25.032341526520053,True
P0007,W003,31.0,67.59036144578313,False
P0007,W004,31.0,20.8781127129751,True
P0007,W005,31.0,33.30708661417323,False
P0006,W003,14.0,49.43946188340807,False
P0004,W004,32.0,2.6192075218267292,True
P0004,W003,32.0,7.674418604651163,True
P0004,W002,32.0,5.347682119205298,True
P0001,W001,33.0,36.951219512195124,False
P0001,W002,33.0,3.603034134007585,True
P0001,W003,33.0,13.190954773869345,True
P0001,W004,33.0,15.386819484240688,True
P0001,W005,33.0,62.65714285714286,False
P0001,W006,33.0,33.913043478260875,False
P0002,W001,33.0,3.4958382877526755,True
P0002,W002,33.0,22.758620689655174,True
P0002,W003,33.0,22.65734265734266,True
P0002,W004,33.0,1.7693315858453473,True
P0002,W005,33.0,19.497907949790797,True
P0002,W006,33.0,43.938584779706275,False
P0003,W001,33.0,20.88888888888889,True
P0003,W002,33.0,15.245901639344263,True
P0003,W003,33.0,97.11462450592884,False
P0003,W004,33.0,17.30290456431535,True
P0003,W005,33.0,98.80952380952381,False
P0003,W006,33.0,28.198757763975152,True
P0004,W001,32.0,4.689507494646681,True
P0007,W006,31.0,111.9434628975265,False
P0015,W004,24.0,3.026706231454006,True
P0008,W001,31.0,5.957446808510638,True
P0008,W003,31.0,7.717678100263853,True
P0012,W003,16.0,16.399132321041215,False
P0012,W004,16.0,7.0212765957446805,True
P0012,W005,16.0,6.588235294117647,True
P0012,W006,16.0,72.27272727272728,False
P0013,W001,24.0,10.8419689119171,True
P0013,W002,24.0,13.719639139486468,True
P0013,W003,24.0,3.9515518546555644,True
P0013,W004,24.0,5.505494505494506,True
P0012,W002,16.0,66.28521126760563,False
P0013,W005,24.0,11.717171717171718,True
P0014,W001,34.0,9.90566037735849,True
P0014,W002,34.0,25.805084745762713,True
P0014,W003,34.0,15.667090216010166,True
P0014,W004,34.0,24.219590958019378,True
P0014,W005,34.0,20.454545454545453,True
P0014,W006,34.0,18.94039735099338,True
P0015,W001,24.0,51.44578313253012,False
P0015,W002,24.0,137.92899408284026,False
P0013,W006,24.0,4.723032069970845,True
P0012,W001,16.0,16.763202725724025,False
P0011,W006,16.0,43.90134529147982,False
P0011,W005,16.0,56.2037037037037,False
P0008,W004,31.0,12.01834862385321,True
P0008,W005,31.0,77.6890756302521,False
P0008,W006,31.0,19.941563184806427,True
P0009,W001,31.0,4.934210526315789,True
P0009,W002,31.0,82.33031674208145,False
P0009,W003,31.0,8.096026490066226,True
P0009,W004,31.0,8.521229868228405,True
P0009,W005,31.0,28.005018820577167,True
P0009,W006,31.0,68.02597402597402,False
P0010,W001,33.0,6.641830761043108,True
P0010,W002,33.0,8.794247787610619,True
P0010,W003,33.0,9.94466800804829,True
P0010,W004,33.0,7.64172335600907,True
P0010,W005,33.0,25.433255269320846,True
P0010,W006,33.0,3.2640787315472934,True
P0011,W001,16.0,29.834254143646408,False
P0011,W002,16.0,19.792899408284022,False
P0011,W003,16.0,5.425950196592399,True
P0011,W004,16.0,13.333333333333334,True
P0008,W002,31.0,10.355078447563997,True
P0060,W005,31.0,19.48514851485149,True
P0030,W004,8.0,15.477707006369425,False
P0031,W001,24.0,6.440168370414913,True
P0050,W001,13.0,3.2882462686567164,True
P0050,W002,13.0,9.761120263591433,True
P0050,W003,13.0,9.058919803600656,True
P0050,W004,13.0,16.662606577344704,False
P0050,W005,13.0,13.721841332027426,False
P0050,W006,13.0,2.5092250922509223,True
P0051,W001,13.0,11.056105610561056,True
P0051,W002,13.0,32.23636363636364,False
P0049,W006,14.0,43.44497607655503,False
P0051,W003,13.0,13.572443181818183,False
P0051,W005,13.0,8.830334190231362,True
P0051,W006,13.0,1.5463917525773194,True
P0052,W001,16.0,12.470694319206492,True
P0052,W002,16.0,14.05857740585774,True
P0052,W003,16.0,13.094555873925502,True
P0052,W004,16.0,11.443965517241379,True
P0052,W005,16.0,69.52768729641694,False
P0052,W006,16.0,2.3779193205944797,True
P0051,W004,13.0,10.765110941086457,True
P0049,W005,14.0,20.33635187580854,False
P0049,W004,14.0,22.76422764227642,False
P0049,W003,14.0,9.762162162162163,True
P0046,W002,34.0,16.384615384615387,True
P0046,W003,34.0,13.032786885245903,True
P0046,W004,34.0,22.485549132947977,True
P0046,W005,34.0,12.76595744680851,True
P0046,W006,34.0,12.406340057636887,True
P0047,W001,33.0,9.858956276445697,True
P0047,W002,33.0,36.026587887740035,False
P0047,W003,33.0,15.467775467775466,True
P0047,W004,33.0,4.600219058050383,True
P0047,W005,33.0,6.0587188612099645,True
P0047,W006,33.0,44.02173913043478,False
P0048,W001,8.0,7.580487804878049,True
P0048,W002,8.0,4.731494920174165,True
P0048,W003,8.0,32.42757242757243,False
P0048,W004,8.0,3.198529411764706,True
P0048,W005,8.0,0.9392611145898561,True
P0048,W006,8.0,11.530524505588994,False
P0049,W001,14.0,12.865064695009242,True
P0049,W002,14.0,58.12500000000001,False
P0053,W001,16.0,5.827338129496403,True
P0046,W001,34.0,16.41207815275311,True
P0053,W002,16.0,5.061124694376528,True
P0053,W004,16.0,7.016129032258064,True
P0057,W004,32.0,14.727582292849037,True
P0057,W005,32.0,36.4819944598338,False
P0057,W006,32.0,2.1120000000000005,True
P0058,W001,16.0,16.277873070325903,False
P0058,W002,16.0,24.372781065088756,False
P0058,W003,16.0,1.0862619808306708,True
P0058,W004,16.0,5.69327731092437,True
P0058,W005,16.0,8.635646687697161,True
P0057,W003,32.0,16.70616113744076,True
P0058,W006,16.0,3.0702341137123743,True
P0059,W002,24.0,4.87218045112782,True
P0059,W003,24.0,11.25,True
P0059,W004,24.0,13.272120200333891,True
P0059,W005,24.0,16.153846153846153,True
P0059,W006,24.0,18.886198547215496,True
P0060,W001,31.0,15.942211055276383,True
P0060,W002,31.0,6.652314316469322,True
P0060,W003,31.0,9.829242262540022,True
P0059,W001,24.0,7.332506203473946,True
P0057,W002,32.0,7.710718002081166,True
P0057,W001,32.0,11.262032085561497,True
P0056,W006,8.0,24.653979238754328,False
P0053,W005,16.0,184.2608695652174,False
P0053,W006,16.0,22.558502340093604,False
P0054,W001,13.0,5.5592654424040076,True
P0054,W002,13.0,13.659631791647957,False
P0054,W003,13.0,27.44429882044561,False
P0054,W004,13.0,7.031484257871064,True
P0054,W005,13.0,2.6671732522796354,True
P0054,W006,13.0,12.144650929181317,True
P0055,W001,34.0,7.915704387990763,True
P0055,W002,34.0,4.498510427010923,True
P0055,W003,34.0,18.66346153846154,True
P0055,W004,34.0,10.20195439739414,True
P0055,W005,34.0,9.229471316085489,True
P0055,W006,34.0,26.79156908665105,True
P0056,W001,8.0,22.105263157894736,False
P0056,W002,8.0,31.363636363636367,False
P0056,W003,8.0,4.726027397260274,True
P0056,W004,8.0,9.166666666666666,False
P0056,W005,8.0,49.5906976744186,False
P0053,W003,16.0,20.415335463258785,False
P0030,W005,8.0,62.12598425196851,False
P0045,W006,19.0,6.872942725477288,True
P0045,W004,19.0,13.628048780487807,True
P0035,W001,24.0,10.512820512820513,True
P0035,W002,24.0,88.55614973262033,False
P0035,W003,24.0,57.977528089887635,False
P0035,W004,24.0,17.127659574468083,True
P0035,W005,24.0,86.66666666666666,False
P0035,W006,24.0,21.90082644628099,True
P0036,W001,31.0,29.16876574307305,True
P0036,W002,31.0,10.057803468208093,True
P0034,W006,13.0,58.5,False
P0036,W003,31.0,10.72463768115942,True
P0036,W005,31.0,123.3658536585366,False
P0036,W006,31.0,15.683297180043386,True
P0037,W001,32.0,3.392698130008905,True
P0037,W002,32.0,14.376130198915009,True
P0037,W003,32.0,10.115473441108545,True
P0037,W004,32.0,3.0376084860173576,True
P0037,W005,32.0,21.269035532994923,True
P0037,W006,32.0,26.56542056074766,True
P0036,W004,31.0,23.102746693794508,True
P0034,W005,13.0,36.228813559322035,False
P0034,W004,13.0,25.571428571428573,False
P0034,W003,13.0,110.17241379310347,False
P0031,W002,24.0,4.149659863945579,True
P0031,W003,24.0,1.6197718631178706,True
P0031,W004,24.0,0.9237875288683604,True
P0031,W005,24.0,9.340369393139843,True
P0031,W006,24.0,29.519321394910463,False
P0032,W001,8.0,7.067796610169491,True
P0032,W002,8.0,7.286729857819905,True
P0032,W003,8.0,10.62043795620438,False
P0032,W004,8.0,1.5100671140939597,True
P0032,W005,8.0,20.456026058631924,False
P0032,W006,8.0,14.48051948051948,False
P0033,W001,14.0,5.701530612244898,True
P0033,W002,14.0,0.892116182572614,True
P0033,W003,14.0,8.898305084745763,True
P0033,W004,14.0,10.950102529049898,True
P0033,W005,14.0,9.963262307127112,True
P0033,W006,14.0,10.112359550561798,True
P0034,W001,13.0,38.25443786982248,False
P0034,W002,13.0,264.70588235294116,False
P0038,W001,16.0,27.840000000000007,False
P0045,W005,19.0,5.271186440677966,True
P0038,W002,16.0,10.241254523522317,True
P0038,W004,16.0,11.717557251908397,True
P0042,W004,19.0,6.426566884939196,True
P0042,W005,19.0,27.91176470588235,False
P0042,W006,19.0,17.04225352112676,True
P0043,W001,32.0,11.455142231947484,True
P0043,W002,32.0,25.254098360655743,True
P0043,W003,32.0,5.526315789473685,True
P0043,W004,32.0,3.690205011389522,True
P0043,W005,32.0,53.32116788321168,False
P0042,W003,19.0,23.39513325608343,False
P0043,W006,32.0,24.00990099009901,True
P0044,W002,33.0,87.08108108108108,False
P0044,W003,33.0,50.270270270270274,False
P0044,W004,33.0,127.68472906403942,False
P0044,W005,33.0,90.38585209003215,False
P0044,W006,33.0,133.62244897959184,False
P0045,W001,19.0,8.49793021880544,True
P0045,W002,19.0,37.08487084870848,False
P0045,W003,19.0,14.682539682539684,True
P0044,W001,33.0,59.89690721649485,False
P0042,W002,19.0,22.780219780219785,False
P0042,W001,19.0,3.776595744680851,True
P0041,W006,13.0,15.703564727954973,False
P0038,W005,16.0,52.56027554535017,False
P0038,W006,16.0,1.110056925996205,True
P0039,W001,31.0,7.988032909498878,True
P0039,W002,31.0,11.348884381338742,True
P0039,W003,31.0,8.071065989847716,True
P0039,W004,31.0,8.706976744186045,True
P0039,W005,31.0,3.8089252042740416,True
P0039,W006,31.0,24.986376021798364,True
P0040,W001,14.0,1.0917979359043997,True
P0040,W002,14.0,21.90082644628099,False
P0040,W003,14.0,24.803149606299215,False
P0040,W004,14.0,8.207816968541467,True
P0040,W005,14.0,14.016393442622952,False
P0040,W006,14.0,4.1122715404699735,True
P0041,W001,13.0,7.268722466960352,True
P0041,W002,13.0,20.855769230769234,False
P0041,W003,13.0,32.3109243697479,False
P0041,W004,13.0,24.693520140105083,False
P0041,W005,13.0,30.966494845360824,False
P0038,W003,16.0,17.430703624733475,False
P0060,W006,31.0,10.372549019607844,True
